"GENEID","DISORDER","mean_log2FC","min_p","combined_p","Direction"
"ENSG00000013375","ADHD",0.05942576,0.03426758,0.03426758,"UP"
"ENSG00000013375","MDD",0.1952931565,0.014995668,0.014995668,"UP"
"ENSG00000013392","MDD",0.1768281135,0.00161228,0.00161228,"UP"
"ENSG00000013441","MDD",-0.30351245,0.011685752,0.011685752,"DOWN"
"ENSG00000013441","SZ",-0.3897245,0.03016178,0.03016178,"DOWN"
"ENSG00000013563","MDD",0.267279476,0.018221425,0.018221425,"UP"
"ENSG00000013573","MDD",-0.609803421,0.046929581,0.046929581,"DOWN"
"ENSG00000013583","SZ",0.117753746,0.020220177,0.020220177,"UP"
"ENSG00000013588","BD",0.39289,0.0101,0.0101,"UP"
"ENSG00000013619","MDD",-0.3592427275,0.012123688,0.012123688,"DOWN"
"ENSG00000014123","MDD",0.068720859,0.011455453,0.011455453,"UP"
"ENSG00000014138","MDD",0.247254415,0.048108845,0.048108845,"UP"
"ENSG00000014164","ADHD",-0.113782,2.95e-05,2.95e-05,"DOWN"
"ENSG00000014257","BD",0.35704,0.0312,0.0312,"UP"
"ENSG00000014257","OCD",1.855797101,2.14e-06,2.14e-06,"UP"
"ENSG00000014641","ASD",-0.1723414,7.04e-05,7.04e-05,"DOWN"
"ENSG00000014641","MDD",0.238481541,0.003440952,0.003440952,"UP"
"ENSG00000014824","MDD",0.164583099,0.02130154,0.02130154,"UP"
"ENSG00000014914","ADHD",-0.0648503,0.0422508,0.0422508,"DOWN"
"ENSG00000014914","ASD",0.31189941,1.14e-06,1.14e-06,"UP"
"ENSG00000014914","SZ",0.170444761,0.007800515,0.007800515,"UP"
"ENSG00000014919","ADHD",0.05329315,0.01367103,0.01367103,"UP"
"ENSG00000014919","MDD",0.1429089765,0.012663259,0.012663259,"UP"
"ENSG00000015133","ADHD",-0.0609584,0.03185471,0.03185471,"DOWN"
"ENSG00000015133","MDD",0.364461871,0.043647447,0.043647447,"UP"
"ENSG00000015133","OCD",-0.47256,0.002412,0.002412,"DOWN"
"ENSG00000015153","ASD",0.45,0.00025,0.00025,"UP"
"ENSG00000015153","BD",-0.2085505,7.93e-05,7.93e-05,"DOWN"
"ENSG00000015153","MDD",-0.104816195,0.020768363,0.020768363,"DOWN"
"ENSG00000015171","BD",-0.14896,0.0498,0.0498,"DOWN"
"ENSG00000015285","OCD",1.426171928,0.00085942,0.00085942,"UP"
"ENSG00000015475","BD",-0.1382313,9.22e-05,9.22e-05,"DOWN"
"ENSG00000015520","BD",0.48422,0.000515,0.000515,"UP"
"ENSG00000015568","MDD",0.335352023,0.017506117,0.017506117,"UP"
"ENSG00000015592","BD",0.3368612,1.09e-07,1.09e-07,"UP"
"ENSG00000016391","MDD",-0.31125655,0.025076017,0.025076017,"DOWN"
"ENSG00000016402","MDD",-0.532200818,0.049039505,0.049039505,"DOWN"
"ENSG00000016602","MDD",0.961724981,0.043921801,0.043921801,"UP"
"ENSG00000016864","MDD",0.219000641,0.010632215,0.010632215,"UP"
"ENSG00000017260","MDD",-0.110952276,0.01003212,0.01003212,"DOWN"
"ENSG00000017373","MDD",0.040820719,0.012879679,0.012879679,"UP"
"ENSG00000017427","MDD",-0.322098134,0.038247541,0.038247541,"DOWN"
"ENSG00000017427","OCD",-0.721,0.000882211,0.000882211,"DOWN"
"ENSG00000017483","ASD",-0.7478062,8.28e-08,8.28e-08,"DOWN"
"ENSG00000017483","BD",-0.4830334,7.95e-06,7.95e-06,"DOWN"
"ENSG00000017483","MDD",0.568241745,0.044371984,0.044371984,"UP"
"ENSG00000018236","MDD",0.178656073,0.005341862,0.005341862,"UP"
"ENSG00000018280","BD",0.63331847,2.74e-07,2.74e-07,"UP"
"ENSG00000018280","SZ",-0.359461997,2.93e-05,2.93e-05,"DOWN"
"ENSG00000018408","ASD",0.32696871,0.00011672,0.00011672,"UP"
"ENSG00000018408","SZ",-0.404595,0.02807761,0.02807761,"DOWN"
"ENSG00000018510","MDD",0.125972374,0.02676707,0.02676707,"UP"
"ENSG00000018607","MDD",0.299412191666667,0.029842855,0.029842855,"UP"
"ENSG00000018869","BD",-0.1038914,0.0002883,0.0002883,"DOWN"
"ENSG00000019102","OCD",-0.933,0.000161331,0.000161331,"DOWN"
"ENSG00000019144","MDD",0.492082063,0.014656209,0.014656209,"UP"
"ENSG00000019169","BD",-0.3938614,0.0001102,0.0001102,"DOWN"
"ENSG00000019169","SZ",-0.159252686,0.012143132,0.012143132,"DOWN"
"ENSG00000019485","MDD",0.230914676,0.00699656,0.00699656,"UP"
"ENSG00000019505","ASD",-0.0704838571428571,0.00139795,0.00139795,"DOWN"
"ENSG00000019549","MDD",-0.503316774,0.047587034,0.047587034,"DOWN"
"ENSG00000019582","ADHD",-0.0477684,0.04576848,0.04576848,"DOWN"
"ENSG00000019582","BD",0.04213995,0.00242311,0.00242311,"UP"
"ENSG00000019582","MDD",0.77884994,0.037217825,0.037217825,"UP"
"ENSG00000019582","OCD",1.284812496,0.005178677,0.005178677,"UP"
"ENSG00000019582","SZ",-0.274325203,0.000917675,0.000917675,"DOWN"
"ENSG00000019991","ASD",0.54631258,0.00032546,0.00032546,"UP"
"ENSG00000019991","BD",0.35588005,0.000572,0.000572,"UP"
"ENSG00000019995","OCD",-0.32,0.000378364,0.000378364,"DOWN"
"ENSG00000020129","MDD",0.17177497,0.045556242,0.045556242,"UP"
"ENSG00000020129","OCD",-0.45114,0.003624,0.003624,"DOWN"
"ENSG00000020181","MDD",0.357888431,0.024498425,0.024498425,"UP"
"ENSG00000020256","ADHD",-0.0663638,0.00102941,0.00102941,"DOWN"
"ENSG00000020256","MDD",0.24569066,0.01323194,0.01323194,"UP"
"ENSG00000020256","SZ",-0.103579745,0.019450947,0.019450947,"DOWN"
"ENSG00000020426","MDD",-0.0774491446666667,0.0074151,0.0074151,"DOWN"
"ENSG00000020577","ADHD",-0.1117741,0.00777184,0.00777184,"DOWN"
"ENSG00000020577","ASD",0.22986003,0.00020628,0.00020628,"UP"
"ENSG00000020577","MDD",-0.2104034995,0.000716375,0.000716375,"DOWN"
"ENSG00000020633","BD",0.32991,0.0474,0.0474,"UP"
"ENSG00000021355","BD",0.29241,0.0472,0.0472,"UP"
"ENSG00000021355","MDD",0.374850363,0.040493321,0.040493321,"UP"
"ENSG00000021461","BD",0.3568558,2.46e-05,2.46e-05,"UP"
"ENSG00000021461","MDD",0.554450868,0.021801871,0.021801871,"UP"
"ENSG00000021488","MDD",-0.584494404,0.030861014,0.030861014,"DOWN"
"ENSG00000021645","ASD",-0.1257328,0.0013456,0.0013456,"DOWN"
"ENSG00000021645","BD",-0.337159,1.12e-08,1.12e-08,"DOWN"
"ENSG00000021776","MDD",-0.148823896,0.008881235,0.008881235,"DOWN"
"ENSG00000022267","BD",-0.25185,0.000544,0.000544,"DOWN"
"ENSG00000022267","MDD",0.11416201,0.021312391,0.021312391,"UP"
"ENSG00000022277","MDD",0.167606428,0.02590395,0.02590395,"UP"
"ENSG00000022355","ASD",-0.1851293,0.00018395,0.00018395,"DOWN"
"ENSG00000022355","OCD",-1.60639902,1.6e-05,1.6e-05,"DOWN"
"ENSG00000022556","MDD",-1.211819093,0.017582536,0.017582536,"DOWN"
"ENSG00000022567","MDD",0.143808466,0.011749269,0.011749269,"UP"
"ENSG00000022840","MDD",-0.146134737,0.015729796,0.015729796,"DOWN"
"ENSG00000023041","MDD",0.143714038,0.030030918,0.030030918,"UP"
"ENSG00000023191","MDD",0.2071023905,0.013299375,0.013299375,"UP"
"ENSG00000023228","ASD",-0.1244908,1.86e-06,1.86e-06,"DOWN"
"ENSG00000023228","MDD",0.122511023,0.019637263,0.019637263,"UP"
"ENSG00000023287","MDD",0.08779206,0.03296891,0.03296891,"UP"
"ENSG00000023318","MDD",-0.158606055666667,0.000758422,0.000758422,"DOWN"
"ENSG00000023330","MDD",0.209396817,0.002269006,0.002269006,"UP"
"ENSG00000023445","ASD",0.33569325,0.00012422,0.00012422,"UP"
"ENSG00000023516","BD",0.06338624,0.03728128,0.03728128,"UP"
"ENSG00000023516","OCD",-0.674,0.002611199,0.002611199,"DOWN"
"ENSG00000023572","ADHD",0.06230371,0.00292025,0.00292025,"UP"
"ENSG00000023572","MDD",0.319761549,0.005386185,0.005386185,"UP"
"ENSG00000023734","MDD",0.0131262405,0.033609655,0.033609655,"UP"
"ENSG00000023892","MDD",0.5957870855,0.006798721,0.006798721,"UP"
"ENSG00000023892","SZ",-0.231184582,0.004117216,0.004117216,"DOWN"
"ENSG00000023902","MDD",-0.1136216038,0.005384238,0.005384238,"DOWN"
"ENSG00000023902","SZ",-0.4882939,0.00221472,0.00221472,"DOWN"
"ENSG00000023909","ADHD",0.07191289,0.04047018,0.04047018,"UP"
"ENSG00000023909","MDD",0.168672249,0.035210282,0.035210282,"UP"
"ENSG00000024048","MDD",-0.12115401,0.010097327,0.010097327,"DOWN"
"ENSG00000024422","OCD",0.563118647,0.000519794,0.000519794,"UP"
"ENSG00000024422","SZ",-0.4024403,0.03492477,0.03492477,"DOWN"
"ENSG00000024862","MDD",0.269509576,0.000276058,0.000276058,"UP"
"ENSG00000025039","ASD",0.10995648,0.00044296,0.00044296,"UP"
"ENSG00000025039","MDD",-0.152258365,0.002735474,0.002735474,"DOWN"
"ENSG00000025156","BD",0.07048621,0.04491005,0.04491005,"UP"
"ENSG00000025156","MDD",0.022901813,0.028066136,0.028066136,"UP"
"ENSG00000025423","ADHD",0.06852947,0.00790366,0.00790366,"UP"
"ENSG00000025423","MDD",0.0946272193333333,0.00014783,0.00014783,"UP"
"ENSG00000025434","MDD",0.229664052,0.019080486,0.019080486,"UP"
"ENSG00000025770","MDD",0.257995413,0.00281947,0.00281947,"UP"
"ENSG00000025772","MDD",-0.534951194,0.030161904,0.030161904,"DOWN"
"ENSG00000025796","BD",0.05486063,0.0291,0.0291,"UP"
"ENSG00000025796","MDD",-0.144364239666667,0.010648298,0.010648298,"DOWN"
"ENSG00000025800","ASD",0.23,0.00638,0.00638,"UP"
"ENSG00000026025","ASD",0.51929999,5.25e-07,5.25e-07,"UP"
"ENSG00000026036","BD",0.6161001,1.68e-08,1.68e-08,"UP"
"ENSG00000026297","MDD",0.3671972905,0.010691727,0.010691727,"UP"
"ENSG00000026508","ASD",0.65689262,0.00112704,0.00112704,"UP"
"ENSG00000026508","MDD",0.975240947,0.020863338,0.020863338,"UP"
"ENSG00000026508","OCD",1.163913737,1.76e-05,1.76e-05,"UP"
"ENSG00000026652","ASD",0.31,0.00301,0.00301,"UP"
"ENSG00000026652","MDD",-0.194456681,0.010332588,0.010332588,"DOWN"
"ENSG00000026950","ASD",0.25046126,0.00011914,0.00011914,"UP"
"ENSG00000027075","SZ",-0.4124692,0.02325484,0.02325484,"DOWN"
"ENSG00000027697","ASD",-0.55,0.0045,0.0045,"DOWN"
"ENSG00000027697","OCD",0.652149683,0.002159443,0.002159443,"UP"
"ENSG00000027847","ASD",0.34,0.000836,0.000836,"UP"
"ENSG00000027847","OCD",0.364,0.000396397,0.000396397,"UP"
"ENSG00000028137","SZ",-0.4388131,0.01932839,0.01932839,"DOWN"
"ENSG00000028277","ADHD",-0.1138438,0.00249997,0.00249997,"DOWN"
"ENSG00000028277","MDD",0.392604352,0.019710317,0.019710317,"UP"
"ENSG00000028310","MDD",0.109564888,0.039263879,0.039263879,"UP"
"ENSG00000028528","MDD",0.123545115,0.045021963,0.045021963,"UP"
"ENSG00000029153","MDD",0.396924877,0.030924584,0.030924584,"UP"
"ENSG00000029364","ADHD",0.05312351,0.01328567,0.01328567,"UP"
"ENSG00000029364","MDD",0.163824521,0.014882614,0.014882614,"UP"
"ENSG00000029534","ASD",-0.2111754,0.00049925,0.00049925,"DOWN"
"ENSG00000029639","MDD",0.24307024,0.021982166,0.021982166,"UP"
"ENSG00000029725","BD",-0.0555866,0.011625,0.011625,"DOWN"
"ENSG00000029725","OCD",-0.305,0.000975911,0.000975911,"DOWN"
"ENSG00000029993","OCD",0.402,0.000939711,0.000939711,"UP"
"ENSG00000030110","MDD",-0.3404840505,0.006074687,0.006074687,"DOWN"
"ENSG00000030419","ADHD",-0.1154736,0.02053494,0.02053494,"DOWN"
"ENSG00000030419","MDD",-0.456654054,0.015686088,0.015686088,"DOWN"
"ENSG00000030419","SZ",0.134101956,0.039118785,0.039118785,"UP"
"ENSG00000031003","SZ",0.3962975,0.00536592,0.00536592,"UP"
"ENSG00000032219","MDD",-0.139233858,0.001366282,0.001366282,"DOWN"
"ENSG00000032389","MDD",0.182810586,0.011190208,0.011190208,"UP"
"ENSG00000032444","ADHD",-0.0987742,0.00127695,0.00127695,"DOWN"
"ENSG00000032444","MDD",0.159453707,0.031998169,0.031998169,"UP"
"ENSG00000033030","MDD",-0.228432195,0.010355028,0.010355028,"DOWN"
"ENSG00000033100","ASD",-0.38,0.00262,0.00262,"DOWN"
"ENSG00000033100","MDD",-0.192461295,0.04199341,0.04199341,"DOWN"
"ENSG00000033122","MDD",-0.150426082,0.035022474,0.035022474,"DOWN"
"ENSG00000033170","ASD",-0.1211028,0.0011238,0.0011238,"DOWN"
"ENSG00000033178","MDD",0.0043912905,0.020465655,0.020465655,"UP"
"ENSG00000033867","ASD",0.56,1.82e-06,1.82e-06,"UP"
"ENSG00000033867","MDD",0.163795904,0.039366478,0.039366478,"UP"
"ENSG00000034053","MDD",0.223463743,0.028829893,0.028829893,"UP"
"ENSG00000034152","ASD",0.26294267,0.00023805,0.00023805,"UP"
"ENSG00000034152","OCD",0.539,0.000548515,0.000548515,"UP"
"ENSG00000034152","SZ",-0.4611665,0.0102842,0.0102842,"DOWN"
"ENSG00000034510","MDD",0.2809345055,0.019348349,0.019348349,"UP"
"ENSG00000034533","MDD",0.269611392,0.013898319,0.013898319,"UP"
"ENSG00000034693","MDD",0.154165725,0.039549601,0.039549601,"UP"
"ENSG00000035115","MDD",-0.176565503,0.036909236,0.036909236,"DOWN"
"ENSG00000035403","MDD",-0.329612483,0.000866363,0.000866363,"DOWN"
"ENSG00000035403","OCD",0.43,0.000344454,0.000344454,"UP"
"ENSG00000035681","BD",0.1598457,8.95e-08,8.95e-08,"UP"
"ENSG00000035681","MDD",-0.169369359,0.026136987,0.026136987,"DOWN"
"ENSG00000035687","ADHD",0.04666974,0.04579534,0.04579534,"UP"
"ENSG00000035687","MDD",0.183182526666667,0.015975677,0.015975677,"UP"
"ENSG00000035862","ASD",0.188708177142857,0.00059444,0.00059444,"UP"
"ENSG00000035928","MDD",0.146488037,0.013535343,0.013535343,"UP"
"ENSG00000036530","OCD",-0.317149965,0.009843642,0.009843642,"DOWN"
"ENSG00000036549","MDD",0.214355296,0.002094033,0.002094033,"UP"
"ENSG00000037042","ASD",-0.1663042,0.0002441,0.0002441,"DOWN"
"ENSG00000037042","MDD",-0.125702576666667,0.003140914,0.003140914,"DOWN"
"ENSG00000037241","MDD",-0.181028916,0.031648647,0.031648647,"DOWN"
"ENSG00000037280","OCD",-0.9031097065,0.000222,0.000222,"DOWN"
"ENSG00000037637","MDD",-0.110379863,0.021541292,0.021541292,"DOWN"
"ENSG00000037749","MDD",0.17466541,0.0156189,0.0156189,"UP"
"ENSG00000037749","SZ",0.140932557,0.044692832,0.044692832,"UP"
"ENSG00000037757","MDD",0.310833307,0.045414572,0.045414572,"UP"
"ENSG00000038002","BD",-0.24933,0.0328,0.0328,"DOWN"
"ENSG00000038002","MDD",0.341366075,0.019033822,0.019033822,"UP"
"ENSG00000038210","MDD",0.119422591666667,0.030707767,0.030707767,"UP"
"ENSG00000038274","MDD",0.164586448,0.018868604,0.018868604,"UP"
"ENSG00000038358","ADHD",-0.0382873,0.02736729,0.02736729,"DOWN"
"ENSG00000038358","MDD",-0.108386427,0.018514874,0.018514874,"DOWN"
"ENSG00000038532","MDD",-0.174212466,0.038955235,0.038955235,"DOWN"
"ENSG00000038945","BD",0.34122,0.0411,0.0411,"UP"
"ENSG00000038945","MDD",-0.2130978,0.01327649,0.01327649,"DOWN"
"ENSG00000039068","BD",-0.32681,0.0363,0.0363,"DOWN"
"ENSG00000039068","MDD",0.77116007225,0.005030868,0.005030868,"UP"
"ENSG00000039068","OCD",-0.915965361,0.000638123,0.000638123,"DOWN"
"ENSG00000039123","MDD",0.0596443846666667,0.017179612,0.017179612,"UP"
"ENSG00000039139","MDD",0.203105656,0.02272991,0.02272991,"UP"
"ENSG00000039319","ASD",-0.1529764,0.00069727,0.00069727,"DOWN"
"ENSG00000039319","MDD",0.390104889,0.018668662,0.018668662,"UP"
"ENSG00000039537","MDD",-1.015434425,0.040457842,0.040457842,"DOWN"
"ENSG00000039650","ADHD",-0.0629819,0.00751393,0.00751393,"DOWN"
"ENSG00000040199","MDD",-0.11305322,0.015913662,0.015913662,"DOWN"
"ENSG00000040275","MDD",0.202390506,0.037101879,0.037101879,"UP"
"ENSG00000040487","MDD",0.254018621,0.019923541,0.019923541,"UP"
"ENSG00000040608","MDD",0.439684419,0.020801872,0.020801872,"UP"
"ENSG00000040731","SZ",0.4031115,0.01742057,0.01742057,"UP"
"ENSG00000040933","OCD",-0.488,0.001466477,0.001466477,"DOWN"
"ENSG00000041353","MDD",-0.48409262,0.022688391,0.022688391,"DOWN"
"ENSG00000041353","OCD",-1.400729404,0.001056,0.001056,"DOWN"
"ENSG00000041357","MDD",-0.1285321,0.00778601,0.00778601,"DOWN"
"ENSG00000041515","ASD",0.22278664,7.13e-05,7.13e-05,"UP"
"ENSG00000041515","BD",0.13694309,0.02024517,0.02024517,"UP"
"ENSG00000041802","MDD",0.126689753,0.02710005,0.02710005,"UP"
"ENSG00000041982","MDD",0.889867761,0.010917902,0.010917902,"UP"
"ENSG00000041988","MDD",0.265155262,0.00495711,0.00495711,"UP"
"ENSG00000042062","BD",-0.6979652,7.5e-05,7.5e-05,"DOWN"
"ENSG00000042088","BD",0.1131743,5.55e-06,5.55e-06,"UP"
"ENSG00000042317","MDD",0.0539155316666667,0.005832596,0.005832596,"UP"
"ENSG00000042429","MDD",-0.137897063,0.046911628,0.046911628,"DOWN"
"ENSG00000042753","ASD",0.17,0.00753,0.00753,"UP"
"ENSG00000042753","MDD",0.3614495185,0.001044232,0.001044232,"UP"
"ENSG00000042832","ASD",0.43853621,0.00064128,0.00064128,"UP"
"ENSG00000042832","MDD",-0.542964569,0.02390665,0.02390665,"DOWN"
"ENSG00000042980","MDD",0.7653396255,0.028772392,0.028772392,"UP"
"ENSG00000043093","MDD",-0.119659267,0.046413392,0.046413392,"DOWN"
"ENSG00000043355","MDD",-0.866714128,0.00932496,0.00932496,"DOWN"
"ENSG00000043462","BD",0.34927,0.0167,0.0167,"UP"
"ENSG00000043462","MDD",0.402026741,0.02433327,0.02433327,"UP"
"ENSG00000043462","OCD",0.867385936,0.005199036,0.005199036,"UP"
"ENSG00000043514","MDD",0.1581538535,0.002099381,0.002099381,"UP"
"ENSG00000043591","MDD",-0.316076696,0.023580281,0.023580281,"DOWN"
"ENSG00000044090","MDD",0.225978343,0.004198434,0.004198434,"UP"
"ENSG00000044115","ADHD",-0.0890822,0.04798083,0.04798083,"DOWN"
"ENSG00000044115","MDD",0.192637424,0.020937207,0.020937207,"UP"
"ENSG00000044459","MDD",-0.0629964913333333,0.004535765,0.004535765,"DOWN"
"ENSG00000044524","BD",-0.32013,0.00738,0.00738,"DOWN"
"ENSG00000044524","MDD",0.538777898,0.015882513,0.015882513,"UP"
"ENSG00000046604","MDD",0.64389302,0.011702146,0.011702146,"UP"
"ENSG00000046647","BD",-0.2144,0.0314,0.0314,"DOWN"
"ENSG00000046651","MDD",0.135195748,0.046610269,0.046610269,"UP"
"ENSG00000046653","ASD",0.41,6.45e-05,6.45e-05,"UP"
"ENSG00000046653","BD",-0.1720083,2.14e-05,2.14e-05,"DOWN"
"ENSG00000046653","MDD",-0.319040102,0.018207558,0.018207558,"DOWN"
"ENSG00000046889","BD",-0.158027,6.13e-06,6.13e-06,"DOWN"
"ENSG00000046889","MDD",-0.34254974,0.027090902,0.027090902,"DOWN"
"ENSG00000047056","BD",-0.1736763,0.00929749,0.00929749,"DOWN"
"ENSG00000047188","ASD",0.39,0.0037,0.0037,"UP"
"ENSG00000047188","MDD",-0.177153552,0.003074685,0.003074685,"DOWN"
"ENSG00000047230","MDD",0.273215578666667,0.001885331,0.001885331,"UP"
"ENSG00000047249","MDD",0.194294566,0.01147438,0.01147438,"UP"
"ENSG00000047315","MDD",0.0807312666666667,0.020245803,0.020245803,"UP"
"ENSG00000047346","MDD",-0.266344935,0.004157678,0.004157678,"DOWN"
"ENSG00000047410","BD",-0.15929,0.0368,0.0368,"DOWN"
"ENSG00000047410","MDD",-0.135641749,0.028645633,0.028645633,"DOWN"
"ENSG00000047457","BD",0.33603,0.0337,0.0337,"UP"
"ENSG00000047457","OCD",1.500040641,0.00628387,0.00628387,"UP"
"ENSG00000047578","ADHD",-0.0700314,0.00264143,0.00264143,"DOWN"
"ENSG00000047579","MDD",0.211395232,0.030186813,0.030186813,"UP"
"ENSG00000047597","MDD",0.187327527,0.014669358,0.014669358,"UP"
"ENSG00000047597","OCD",-1.755071784,0,0,"DOWN"
"ENSG00000047617","BD",0.707652,1.18e-05,1.18e-05,"UP"
"ENSG00000047617","MDD",0.340451825,0.03956838,0.03956838,"UP"
"ENSG00000047648","ASD",0.4011739,3.72e-10,3.72e-10,"UP"
"ENSG00000047648","MDD",0.282026702,0.019106725,0.019106725,"UP"
"ENSG00000047662","MDD",0.225745036333333,0.029135394,0.029135394,"UP"
"ENSG00000047932","MDD",0.16738503,0.002993678,0.002993678,"UP"
"ENSG00000047932","SZ",0.111323361,0.00596621,0.00596621,"UP"
"ENSG00000048028","ASD",-0.51,0.00761,0.00761,"DOWN"
"ENSG00000048028","MDD",-0.235835069,0.020270364,0.020270364,"DOWN"
"ENSG00000048140","MDD",0.208114821,0.0360132,0.0360132,"UP"
"ENSG00000048162","MDD",0.275213925666667,0.008376277,0.008376277,"UP"
"ENSG00000048342","BD",-0.3413667,5.35e-06,5.35e-06,"DOWN"
"ENSG00000048392","MDD",0.1885230895,0.01426821,0.01426821,"UP"
"ENSG00000048405","ADHD",-0.0372244,0.03265041,0.03265041,"DOWN"
"ENSG00000048540","OCD",-0.63,0.002426505,0.002426505,"DOWN"
"ENSG00000048544","MDD",0.175280043,0.008497192,0.008497192,"UP"
"ENSG00000048545","ASD",0.56,0.00347,0.00347,"UP"
"ENSG00000048545","BD",-0.29893,0.0482,0.0482,"DOWN"
"ENSG00000048545","MDD",-0.384629845,0.012373857,0.012373857,"DOWN"
"ENSG00000048649","MDD",-0.14119685,0.004263724,0.004263724,"DOWN"
"ENSG00000048740","BD",0.1216371,3.26e-05,3.26e-05,"UP"
"ENSG00000048740","MDD",-0.17149916,0.035818179,0.035818179,"DOWN"
"ENSG00000048740","OCD",-0.498,0.001992108,0.001992108,"DOWN"
"ENSG00000048828","MDD",-0.136711067,0.037996298,0.037996298,"DOWN"
"ENSG00000048991","MDD",-0.215685877,0.043648217,0.043648217,"DOWN"
"ENSG00000049089","MDD",0.4406473465,0.043298389,0.043298389,"UP"
"ENSG00000049089","OCD",-0.71266533,6.65e-07,6.65e-07,"DOWN"
"ENSG00000049130","SZ",0.124604749,0.038853388,0.038853388,"UP"
"ENSG00000049192","MDD",0.3133092455,0.004094336,0.004094336,"UP"
"ENSG00000049239","ADHD",0.06635737,0.0249932,0.0249932,"UP"
"ENSG00000049239","BD",0.12423341,0.04770817,0.04770817,"UP"
"ENSG00000049245","ADHD",-0.062835,0.04254172,0.04254172,"DOWN"
"ENSG00000049245","MDD",0.25966919,0.017951727,0.017951727,"UP"
"ENSG00000049246","BD",-0.1002074,0.03202913,0.03202913,"DOWN"
"ENSG00000049246","MDD",0.307995169,0.005688337,0.005688337,"UP"
"ENSG00000049247","ADHD",-0.2831781,0.04461819,0.04461819,"DOWN"
"ENSG00000049247","MDD",0.998142896,0.006425727,0.006425727,"UP"
"ENSG00000049283","MDD",0.4956277035,0.01861451,0.01861451,"UP"
"ENSG00000049323","ASD",0.27120123,0.00020587,0.00020587,"UP"
"ENSG00000049449","MDD",0.4196464435,0.003495327,0.003495327,"UP"
"ENSG00000049541","MDD",0.236510868,0.01440535,0.01440535,"UP"
"ENSG00000049759","OCD",-0.441,0.002362042,0.002362042,"DOWN"
"ENSG00000049769","MDD",0.179115156666667,0.000875792,0.000875792,"UP"
"ENSG00000049883","ADHD",0.0513773,0.0468309,0.0468309,"UP"
"ENSG00000049883","MDD",0.1803693695,0.005399204,0.005399204,"UP"
"ENSG00000050030","OCD",-0.991290899,0.001697,0.001697,"DOWN"
"ENSG00000050130","MDD",0.2041546256,0.001120276,0.001120276,"UP"
"ENSG00000050165","SZ",0.123500973,0.009188372,0.009188372,"UP"
"ENSG00000050327","ASD",0.6041248,0.00130068,0.00130068,"UP"
"ENSG00000050344","ADHD",0.10999275,0.03682819,0.03682819,"UP"
"ENSG00000050393","MDD",0.169949083,0.025387219,0.025387219,"UP"
"ENSG00000050426","ASD",0.26,0.00238,0.00238,"UP"
"ENSG00000050426","MDD",0.106242788,0.039048621,0.039048621,"UP"
"ENSG00000050438","ASD",-0.2078613,7.42e-07,7.42e-07,"DOWN"
"ENSG00000050555","MDD",0.386161066,0.033745025,0.033745025,"UP"
"ENSG00000050628","MDD",-0.554740895,0.038042032,0.038042032,"DOWN"
"ENSG00000050748","ASD",-0.1323623,3.81e-05,3.81e-05,"DOWN"
"ENSG00000050767","MDD",0.0237669736666667,0.001541735,0.001541735,"UP"
"ENSG00000050820","BD",0.1299288,9.7e-05,9.7e-05,"UP"
"ENSG00000050820","MDD",0.278530455666667,0.019165485,0.019165485,"UP"
"ENSG00000051108","BD",0.24103,0.0393,0.0393,"UP"
"ENSG00000051108","MDD",-0.1202268,0.04596791,0.04596791,"DOWN"
"ENSG00000051128","ASD",-0.55,4.49e-05,4.49e-05,"DOWN"
"ENSG00000051128","MDD",-0.449273727,0.027051138,0.027051138,"DOWN"
"ENSG00000051341","BD",0.36014,0.0278,0.0278,"UP"
"ENSG00000051341","MDD",0.331535606,0.040271971,0.040271971,"UP"
"ENSG00000051382","ASD",-0.1089226,0.00112613,0.00112613,"DOWN"
"ENSG00000051382","OCD",-0.45,0.000303444,0.000303444,"DOWN"
"ENSG00000051382","SZ",0.4462215,0.03673288,0.03673288,"UP"
"ENSG00000051523","OCD",0.936454959,0.006731563,0.006731563,"UP"
"ENSG00000051596","MDD",-0.474924578,0.03100978,0.03100978,"DOWN"
"ENSG00000051620","ASD",0.26223328,0.00023104,0.00023104,"UP"
"ENSG00000051620","BD",0.3571,0.0127,0.0127,"UP"
