"GENEID","DISORDER","mean_log2FC","min_p","combined_p","Direction"
"ENSG00000152240","MDD",0.314668576,0.003036482,0.003036482,"UP"
"ENSG00000152253","MDD",0.5319147635,0.026258257,0.026258257,"UP"
"ENSG00000152256","BD",0.229655396666667,3.44e-05,3.44e-05,"UP"
"ENSG00000152256","MDD",0.0868624763333333,0.033142359,0.033142359,"UP"
"ENSG00000152256","SZ",0.136505151,0.042141669,0.042141669,"UP"
"ENSG00000152268","MDD",0.355789384,0.00822452,0.00822452,"UP"
"ENSG00000152284","MDD",-0.556964339,0.033512461,0.033512461,"DOWN"
"ENSG00000152315","ASD",0.30471025,0.00240032,0.00240032,"UP"
"ENSG00000152332","MDD",0.277333177,0.008268456,0.008268456,"UP"
"ENSG00000152359","MDD",-0.227357245,0.036550894,0.036550894,"DOWN"
"ENSG00000152380","MDD",-0.168040082,0.040038051,0.040038051,"DOWN"
"ENSG00000152382","MDD",0.153476117,0.037945818,0.037945818,"UP"
"ENSG00000152402","MDD",0.1551843665,0.043664606,0.043664606,"UP"
"ENSG00000152402","OCD",-0.629688388,0.000169409,0.000169409,"DOWN"
"ENSG00000152404","ASD",0.39,0.00417,0.00417,"UP"
"ENSG00000152404","MDD",0.107871412,0.01257281,0.01257281,"UP"
"ENSG00000152409","MDD",-0.128353748,0.011803615,0.011803615,"DOWN"
"ENSG00000152413","ASD",0.42,0.00356,0.00356,"UP"
"ENSG00000152413","MDD",-0.2175877,0.04917701,0.04917701,"DOWN"
"ENSG00000152413","OCD",-0.754,0.000890861,0.000890861,"DOWN"
"ENSG00000152422","MDD",0.304307899,0.009210104,0.009210104,"UP"
"ENSG00000152443","MDD",-0.101693686,0.042311438,0.042311438,"DOWN"
"ENSG00000152454","BD",0.07864577,0.0257,0.0257,"UP"
"ENSG00000152455","MDD",-0.165743073,0.004990957,0.004990957,"DOWN"
"ENSG00000152464","BD",-0.1754078,2.84e-05,2.84e-05,"DOWN"
"ENSG00000152464","MDD",-0.1509991,0.03693893,0.03693893,"DOWN"
"ENSG00000152475","ASD",-0.58,0.00414,0.00414,"DOWN"
"ENSG00000152487","MDD",-0.546399427,0.021734079,0.021734079,"DOWN"
"ENSG00000152492","BD",-0.1117772,0.03965689,0.03965689,"DOWN"
"ENSG00000152492","MDD",-0.23372287,0.014791032,0.014791032,"DOWN"
"ENSG00000152492","SZ",-0.142389871,0.012513709,0.012513709,"DOWN"
"ENSG00000152495","ASD",-0.2053252,1.17e-06,1.17e-06,"DOWN"
"ENSG00000152495","OCD",-1.008,0.001074565,0.001074565,"DOWN"
"ENSG00000152503","ASD",0.69,0.000988,0.000988,"UP"
"ENSG00000152518","MDD",-0.443013359,0.048792723,0.048792723,"DOWN"
"ENSG00000152518","OCD",-0.6084,0.000898,0.000898,"DOWN"
"ENSG00000152520","MDD",0.06876825,0.04103419,0.04103419,"UP"
"ENSG00000152527","MDD",0.251181083,0.048866904,0.048866904,"UP"
"ENSG00000152556","MDD",0.105457561,0.039506781,0.039506781,"UP"
"ENSG00000152558","MDD",0.4299148275,0.030989241,0.030989241,"UP"
"ENSG00000152578","MDD",0.1924157485,0.012094567,0.012094567,"UP"
"ENSG00000152601","MDD",0.141044231,0.004555732,0.004555732,"UP"
"ENSG00000152611","SZ",-0.158541668,0.034042819,0.034042819,"DOWN"
"ENSG00000152620","ASD",0.15634239,0.00030321,0.00030321,"UP"
"ENSG00000152642","MDD",0.178134413,0.012407859,0.012407859,"UP"
"ENSG00000152642","OCD",-0.302,0.002820537,0.002820537,"DOWN"
"ENSG00000152670","MDD",0.441882522,0.018665166,0.018665166,"UP"
"ENSG00000152684","MDD",0.182075831333333,0.000297144,0.000297144,"UP"
"ENSG00000152700","MDD",0.043809996,0.020460625,0.020460625,"UP"
"ENSG00000152749","MDD",0.043787191,0.009753605,0.009753605,"UP"
"ENSG00000152760","ASD",-0.2935095,6.79e-05,6.79e-05,"DOWN"
"ENSG00000152763","ASD",0.13792795,0.00302445,0.00302445,"UP"
"ENSG00000152766","BD",0.36322,0.0143,0.0143,"UP"
"ENSG00000152766","OCD",2.026561356,0.000401753,0.000401753,"UP"
"ENSG00000152767","ASD",0.14876633,0.00024239,0.00024239,"UP"
"ENSG00000152767","MDD",-0.199043522,0.012253946,0.012253946,"DOWN"
"ENSG00000152782","ASD",0.61,0.00729,0.00729,"UP"
"ENSG00000152784","MDD",0.355271515333333,0.00238633,0.00238633,"UP"
"ENSG00000152784","OCD",1.396484527,0.000982,0.000982,"UP"
"ENSG00000152795","BD",-0.17362,0.0385,0.0385,"DOWN"
"ENSG00000152795","MDD",0.111987361,0.020641859,0.020641859,"UP"
"ENSG00000152804","SZ",-0.4864509,0.01571961,0.01571961,"DOWN"
"ENSG00000152818","ADHD",-0.0423953,0.01969049,0.01969049,"DOWN"
"ENSG00000152818","BD",-0.208295233333333,2.01e-05,2.01e-05,"DOWN"
"ENSG00000152818","SZ",-0.115116382,0.041658592,0.041658592,"DOWN"
"ENSG00000152822","BD",0.1347366,1.32e-05,1.32e-05,"UP"
"ENSG00000152894","ASD",0.34,0.00132,0.00132,"UP"
"ENSG00000152894","MDD",0.138114217,0.041441613,0.041441613,"UP"
"ENSG00000152894","SZ",0.104932322,0.015883044,0.015883044,"UP"
"ENSG00000152904","BD",-0.0905634,0.02666943,0.02666943,"DOWN"
"ENSG00000152910","ASD",-0.36,0.00299,0.00299,"DOWN"
"ENSG00000152910","MDD",0.235283345,0.026007936,0.026007936,"UP"
"ENSG00000152931","ASD",-0.2460662,0.00118167,0.00118167,"DOWN"
"ENSG00000152931","MDD",0.691244547,0.048087348,0.048087348,"UP"
"ENSG00000152932","MDD",-0.320540727,0.031708504,0.031708504,"DOWN"
"ENSG00000152932","OCD",-1.36763468,2e-05,2e-05,"DOWN"
"ENSG00000152944","ADHD",-0.0499039,0.02260287,0.02260287,"DOWN"
"ENSG00000152944","MDD",0.243831585,0.001339293,0.001339293,"UP"
"ENSG00000152952","ASD",0.26057261,0.00123405,0.00123405,"UP"
"ENSG00000152952","BD",0.24410833,7.26e-05,7.26e-05,"UP"
"ENSG00000152952","MDD",-0.366237924,0.01557003,0.01557003,"DOWN"
"ENSG00000152953","SZ",-0.23892307,0.00034394,0.00034394,"DOWN"
"ENSG00000152954","MDD",-0.192072096,0.035574499,0.035574499,"DOWN"
"ENSG00000152954","OCD",-0.947455239,0.002653,0.002653,"DOWN"
"ENSG00000152977","MDD",-0.783624351,0.027699266,0.027699266,"DOWN"
"ENSG00000152977","OCD",1.052,0.000308947,0.000308947,"UP"
"ENSG00000152977","SZ",-0.557052,0.00744773,0.00744773,"DOWN"
"ENSG00000152990","OCD",0.593,0.002872981,0.002872981,"UP"
"ENSG00000153002","MDD",1.0908600314,0.00063174,0.00063174,"UP"
"ENSG00000153006","ASD",0.54,8.74e-05,8.74e-05,"UP"
"ENSG00000153006","MDD",-0.151046105,0.027252844,0.027252844,"DOWN"
"ENSG00000153029","ASD",0.32919454,1.5e-05,1.5e-05,"UP"
"ENSG00000153029","MDD",-0.337447254,0.03727316,0.03727316,"DOWN"
"ENSG00000153044","MDD",0.316364298,0.049246685,0.049246685,"UP"
"ENSG00000153060","MDD",-0.738922675,0.023809063,0.023809063,"DOWN"
"ENSG00000153071","BD",-0.2272011,3.11e-05,3.11e-05,"DOWN"
"ENSG00000153071","SZ",-0.130827629,0.025502207,0.025502207,"DOWN"
"ENSG00000153113","ADHD",-0.0501565,0.01785734,0.01785734,"DOWN"
"ENSG00000153113","ASD",-0.25,0.0086,0.0086,"DOWN"
"ENSG00000153113","MDD",-0.179812198,0.013083357,0.013083357,"DOWN"
"ENSG00000153130","ASD",0.62,0.000197,0.000197,"UP"
"ENSG00000153130","MDD",0.2964339765,0.00547285,0.00547285,"UP"
"ENSG00000153140","MDD",0.212026052,0.03957868,0.03957868,"UP"
"ENSG00000153147","MDD",0.120922404,0.044724864,0.044724864,"UP"
"ENSG00000153162","MDD",-0.630874235,0.012191869,0.012191869,"DOWN"
"ENSG00000153165","ASD",-0.3478372,0.00090962,0.00090962,"DOWN"
"ENSG00000153165","BD",-0.1692724,0.0188777,0.0188777,"DOWN"
"ENSG00000153165","MDD",0.579845165,0.039676136,0.039676136,"UP"
"ENSG00000153179","BD",-0.1557112,0.02676745,0.02676745,"DOWN"
"ENSG00000153187","ADHD",0.09663877,0.00513743,0.00513743,"UP"
"ENSG00000153187","MDD",-0.136079402,0.010126009,0.010126009,"DOWN"
"ENSG00000153187","SZ",-0.5768831,0.00440644,0.00440644,"DOWN"
"ENSG00000153207","MDD",-0.10818416,0.039773975,0.039773975,"DOWN"
"ENSG00000153208","ADHD",-0.1681544,0.01951321,0.01951321,"DOWN"
"ENSG00000153214","MDD",0.158430163,0.004725869,0.004725869,"UP"
"ENSG00000153234","ADHD",-0.3375208,0.01656671,0.01656671,"DOWN"
"ENSG00000153234","BD",-0.571484366666667,1.97e-07,1.97e-07,"DOWN"
"ENSG00000153234","MDD",-0.834935044857143,0.019463351,0.019463351,"DOWN"
"ENSG00000153234","SZ",0.2300514495,0.000101829,0.000101829,"UP"
"ENSG00000153246","BD",0.26679,0.0321,0.0321,"UP"
"ENSG00000153246","MDD",-0.394354546,0.001639741,0.001639741,"DOWN"
"ENSG00000153250","MDD",-0.215968501,0.037926793,0.037926793,"DOWN"
"ENSG00000153253","MDD",-0.154399194,0.018504877,0.018504877,"DOWN"
"ENSG00000153266","MDD",-0.464391591,0.004085608,0.004085608,"DOWN"
"ENSG00000153283","BD",-0.1239415,0.03296812,0.03296812,"DOWN"
"ENSG00000153283","MDD",0.766565429,0.027540751,0.027540751,"UP"
"ENSG00000153283","SZ",-0.177191062,0.013163097,0.013163097,"DOWN"
"ENSG00000153291","BD",0.1200997,8.73e-05,8.73e-05,"UP"
"ENSG00000153291","MDD",0.155966363,0.011462012,0.011462012,"UP"
"ENSG00000153291","OCD",-0.498,0.000955372,0.000955372,"DOWN"
"ENSG00000153310","ADHD",-0.0473451,0.0257638,0.0257638,"DOWN"
"ENSG00000153310","ASD",-0.1424617,6.49e-07,6.49e-07,"DOWN"
"ENSG00000153310","MDD",-0.0964312,0.03840458,0.03840458,"DOWN"
"ENSG00000153310","OCD",-0.62,0.000108836,0.000108836,"DOWN"
"ENSG00000153317","MDD",-0.175671933666667,0.007190513,0.007190513,"DOWN"
"ENSG00000153339","MDD",0.166954364,0.012872928,0.012872928,"UP"
"ENSG00000153363","ADHD",0.08279723,0.00531227,0.00531227,"UP"
"ENSG00000153363","MDD",0.420722150333333,0.003968733,0.003968733,"UP"
"ENSG00000153391","ADHD",-0.0696911,0.01309269,0.01309269,"DOWN"
"ENSG00000153395","ADHD",-0.0804731,0.01688977,0.01688977,"DOWN"
"ENSG00000153404","MDD",-0.696693499,0.029506098,0.029506098,"DOWN"
"ENSG00000153406","MDD",0.187563476333333,0.003247795,0.003247795,"UP"
"ENSG00000153443","MDD",-0.4570649925,0.00144904,0.00144904,"DOWN"
"ENSG00000153446","ASD",0.39398275,0.00062653,0.00062653,"UP"
"ENSG00000153446","SZ",-0.3509955,0.04819619,0.04819619,"DOWN"
"ENSG00000153487","ASD",0.14767145,0.00099209,0.00099209,"UP"
"ENSG00000153487","BD",0.119250335,0.000172,0.000172,"UP"
"ENSG00000153487","MDD",0.147010724,0.040597671,0.040597671,"UP"
"ENSG00000153495","MDD",0.526343211,0.043206886,0.043206886,"UP"
"ENSG00000153551","MDD",-0.590136655,0.028237875,0.028237875,"DOWN"
"ENSG00000153560","OCD",-0.378,0.00229533,0.00229533,"DOWN"
"ENSG00000153561","MDD",0.229181279,0.000241614,0.000241614,"UP"
"ENSG00000153561","OCD",-0.322,0.000154212,0.000154212,"DOWN"
"ENSG00000153563","MDD",0.264766315,0.042300076,0.042300076,"UP"
"ENSG00000153707","ASD",-0.1567146,0.00012565,0.00012565,"DOWN"
"ENSG00000153707","MDD",0.286118913,0.046738924,0.046738924,"UP"
"ENSG00000153714","BD",0.147201,0.02687278,0.02687278,"UP"
"ENSG00000153714","MDD",0.15577268,0.0376964,0.0376964,"UP"
"ENSG00000153714","OCD",-1.214687379,0.002549,0.002549,"DOWN"
"ENSG00000153714","SZ",0.245907169,0.00074989,0.00074989,"UP"
"ENSG00000153767","ADHD",0.08221586,0.01652768,0.01652768,"UP"
"ENSG00000153774","ADHD",-0.0638123,0.00473349,0.00473349,"DOWN"
"ENSG00000153774","BD",-0.0754439,0.0482528,0.0482528,"DOWN"
"ENSG00000153774","OCD",0.293,3.4582e-05,3.4582e-05,"UP"
"ENSG00000153774","SZ",-0.10968546,0.004642667,0.004642667,"DOWN"
"ENSG00000153790","MDD",0.34721117,0.021253508,0.021253508,"UP"
"ENSG00000153815","MDD",-0.146373641333333,0.036307926,0.036307926,"DOWN"
"ENSG00000153820","MDD",-0.140697,0.03146797,0.03146797,"DOWN"
"ENSG00000153820","OCD",-1.413447391,6.5e-06,6.5e-06,"DOWN"
"ENSG00000153820","SZ",-0.125380042,0.04735619,0.04735619,"DOWN"
"ENSG00000153822","BD",-0.2470632,1.37e-06,1.37e-06,"DOWN"
"ENSG00000153823","ADHD",-0.1466764,0.02130532,0.02130532,"DOWN"
"ENSG00000153823","ASD",0.212437177142857,6.92e-07,6.92e-07,"UP"
"ENSG00000153823","MDD",-0.298226807,0.016930831,0.016930831,"DOWN"
"ENSG00000153823","SZ",0.3180602,0.01930222,0.01930222,"UP"
"ENSG00000153832","MDD",0.264616505,0.016651466,0.016651466,"UP"
"ENSG00000153879","ADHD",-0.0918776,0.000169,0.000169,"DOWN"
"ENSG00000153879","BD",0.29462,0.0184,0.0184,"UP"
"ENSG00000153879","MDD",0.139551238,0.044376573,0.044376573,"UP"
"ENSG00000153898","MDD",1.066184184,0.044144417,0.044144417,"UP"
"ENSG00000153902","BD",0.1051073,0.03043255,0.03043255,"UP"
"ENSG00000153902","MDD",0.181807406666667,0.039980059,0.039980059,"UP"
"ENSG00000153902","SZ",-0.3341083,0.0130425,0.0130425,"DOWN"
"ENSG00000153914","ADHD",-0.0587957,0.00811368,0.00811368,"DOWN"
"ENSG00000153914","MDD",-0.166052158,0.007589702,0.007589702,"DOWN"
"ENSG00000153922","MDD",-0.182475901,0.002491281,0.002491281,"DOWN"
"ENSG00000153933","OCD",-0.469,0.00021145,0.00021145,"DOWN"
"ENSG00000153936","MDD",-0.162129971,0.018361505,0.018361505,"DOWN"
"ENSG00000153944","ASD",0.17030179,0.00241861,0.00241861,"UP"
"ENSG00000153944","MDD",-0.379102998,0.024006759,0.024006759,"DOWN"
"ENSG00000153956","SZ",0.4839326,0.04446243,0.04446243,"UP"
"ENSG00000153975","MDD",0.150617403,0.033246356,0.033246356,"UP"
"ENSG00000153976","MDD",0.84262716,0.042701851,0.042701851,"UP"
"ENSG00000153982","ASD",-0.2176897,1.68e-06,1.68e-06,"DOWN"
"ENSG00000153993","MDD",-0.349053823,0.034856726,0.034856726,"DOWN"
"ENSG00000154016","BD",-0.2952104,1.24e-05,1.24e-05,"DOWN"
"ENSG00000154016","MDD",0.959542611,0.006341428,0.006341428,"UP"
"ENSG00000154027","ADHD",0.14386233,0.03582671,0.03582671,"UP"
"ENSG00000154027","OCD",-0.566,0.002433026,0.002433026,"DOWN"
"ENSG00000154035","MDD",0.241606617,0.04941498,0.04941498,"UP"
"ENSG00000154065","MDD",0.158935888,0.048690967,0.048690967,"UP"
"ENSG00000154079","MDD",0.017558196,0.049110777,0.049110777,"UP"
"ENSG00000154114","ASD",-0.46,0.00371,0.00371,"DOWN"
"ENSG00000154114","MDD",-0.121078784666667,0.007357786,0.007357786,"DOWN"
"ENSG00000154118","MDD",0.328703504,0.029836805,0.029836805,"UP"
"ENSG00000154118","OCD",-0.585056362,2.46e-06,2.46e-06,"DOWN"
"ENSG00000154122","MDD",-0.154074192,0.017541563,0.017541563,"DOWN"
"ENSG00000154127","MDD",-0.397430994,0.013397372,0.013397372,"DOWN"
"ENSG00000154127","OCD",-1.056119823,0.000186,0.000186,"DOWN"
"ENSG00000154127","SZ",0.463019,0.01093426,0.01093426,"UP"
"ENSG00000154133","ADHD",0.06492261,0.01908204,0.01908204,"UP"
"ENSG00000154133","ASD",-0.3245081,0.00170655,0.00170655,"DOWN"
"ENSG00000154133","MDD",0.549422864,0.020957588,0.020957588,"UP"
"ENSG00000154133","SZ",-0.4259791,0.01440512,0.01440512,"DOWN"
"ENSG00000154134","OCD",0.639,0.000719866,0.000719866,"UP"
"ENSG00000154134","SZ",-0.1544787435,0.00814091,0.00814091,"DOWN"
"ENSG00000154144","OCD",-0.594,5.4612e-05,5.4612e-05,"DOWN"
"ENSG00000154146","MDD",0.0253790175,0.001713157,0.001713157,"UP"
"ENSG00000154146","OCD",-0.6739335765,2.73e-07,2.73e-07,"DOWN"
"ENSG00000154153","ASD",0.45,0.00123,0.00123,"UP"
"ENSG00000154153","MDD",-0.203532028,0.046330623,0.046330623,"DOWN"
"ENSG00000154162","SZ",0.7008112,0.00180587,0.00180587,"UP"
"ENSG00000154174","MDD",0.223889678,0.001366557,0.001366557,"UP"
"ENSG00000154174","OCD",-0.799,0.0002023,0.0002023,"DOWN"
"ENSG00000154188","MDD",0.5987687885,0.014392849,0.014392849,"UP"
"ENSG00000154217","MDD",-0.294201947,0.040716995,0.040716995,"DOWN"
"ENSG00000154237","MDD",0.4978517955,0.015314265,0.015314265,"UP"
"ENSG00000154237","OCD",0.711708297,0.001049685,0.001049685,"UP"
"ENSG00000154240","BD",0.24017,0.0392,0.0392,"UP"
"ENSG00000154240","MDD",0.229486717,0.00336006,0.00336006,"UP"
"ENSG00000154252","BD",0.36834,0.0221,0.0221,"UP"
"ENSG00000154258","BD",-0.1557324,0.0001494,0.0001494,"DOWN"
"ENSG00000154258","MDD",0.257774807,0.011938245,0.011938245,"UP"
"ENSG00000154262","BD",-0.194922,5.46e-05,5.46e-05,"DOWN"
"ENSG00000154263","ASD",-0.2200141,0.00098256,0.00098256,"DOWN"
"ENSG00000154265","MDD",-0.15674019,0.026447579,0.026447579,"DOWN"
"ENSG00000154269","ADHD",-0.0862251,0.04143423,0.04143423,"DOWN"
"ENSG00000154277","MDD",0.187748921,0.015601365,0.015601365,"UP"
"ENSG00000154305","MDD",-0.110178464,0.01127518,0.01127518,"DOWN"
"ENSG00000154309","MDD",-0.222031522,0.049287103,0.049287103,"DOWN"
"ENSG00000154310","MDD",0.182912231,0.040274315,0.040274315,"UP"
"ENSG00000154328","ASD",0.24,0.00259,0.00259,"UP"
"ENSG00000154328","MDD",0.235394598,0.003160502,0.003160502,"UP"
"ENSG00000154330","BD",-0.3186531,1.42e-06,1.42e-06,"DOWN"
"ENSG00000154330","SZ",-0.184780753,0.030777777,0.030777777,"DOWN"
"ENSG00000154358","MDD",-0.692680172,0.027406389,0.027406389,"DOWN"
"ENSG00000154359","MDD",-0.195385679,0.004010672,0.004010672,"DOWN"
"ENSG00000154370","ADHD",-0.0571696,0.01507675,0.01507675,"DOWN"
"ENSG00000154380","ASD",0.11421398,0.00121224,0.00121224,"UP"
"ENSG00000154380","MDD",-0.283045361,0.030455229,0.030455229,"DOWN"
"ENSG00000154429","OCD",-0.462,0.001633777,0.001633777,"DOWN"
"ENSG00000154447","MDD",-0.140828702,0.029254069,0.029254069,"DOWN"
"ENSG00000154447","OCD",-0.300549675,0.00448051,0.00448051,"DOWN"
"ENSG00000154451","BD",-0.2361249,0.00039247,0.00039247,"DOWN"
"ENSG00000154451","MDD",-0.2748437,0.00081821,0.00081821,"DOWN"
"ENSG00000154451","OCD",0.832938967,0.004618677,0.004618677,"UP"
"ENSG00000154451","SZ",-0.326879294,5.46e-05,5.46e-05,"DOWN"
"ENSG00000154473","MDD",0.21826709,0.004230532,0.004230532,"UP"
"ENSG00000154478","ASD",0.39,0.00312,0.00312,"UP"
"ENSG00000154478","MDD",-0.653350092,0.013052738,0.013052738,"DOWN"
"ENSG00000154479","SZ",-0.261893639,0.001388095,0.001388095,"DOWN"
"ENSG00000154493","MDD",0.211274532,0.011790683,0.011790683,"UP"
"ENSG00000154511","MDD",0.176323777,0.002925319,0.002925319,"UP"
"ENSG00000154518","ADHD",-0.0725492,0.0017996,0.0017996,"DOWN"
"ENSG00000154529","MDD",-0.408517285,0.018075752,0.018075752,"DOWN"
"ENSG00000154553","ASD",0.24758354,0.00090489,0.00090489,"UP"
"ENSG00000154553","MDD",0.366784621,0.028004348,0.028004348,"UP"
"ENSG00000154556","ADHD",-0.1037711,0.00188583,0.00188583,"DOWN"
"ENSG00000154556","MDD",-0.286839986333333,0.001787139,0.001787139,"DOWN"
"ENSG00000154556","OCD",-0.6,0.001521536,0.001521536,"DOWN"
"ENSG00000154582","ADHD",-0.0485473,0.02250694,0.02250694,"DOWN"
"ENSG00000154589","BD",0.46578,0.00503,0.00503,"UP"
"ENSG00000154589","OCD",1.120943007,0.006487869,0.006487869,"UP"
"ENSG00000154639","MDD",-0.141776123,0.044786531,0.044786531,"DOWN"
"ENSG00000154640","ADHD",-0.1306177,0.00288697,0.00288697,"DOWN"
"ENSG00000154645","MDD",-0.176252,0.03675771,0.03675771,"DOWN"
"ENSG00000154655","MDD",0.152006224,0.045272149,0.045272149,"UP"
"ENSG00000154678","ASD",0.42,0.0064,0.0064,"UP"
"ENSG00000154710","MDD",-0.0557217925,0.021377059,0.021377059,"DOWN"
"ENSG00000154719","MDD",-0.145814439,0.025602409,0.025602409,"DOWN"
"ENSG00000154721","BD",-0.11367465,0.0002073,0.0002073,"DOWN"
"ENSG00000154721","MDD",-0.391005662,0.001377096,0.001377096,"DOWN"
"ENSG00000154721","SZ",-0.132279936,0.019560398,0.019560398,"DOWN"
"ENSG00000154723","MDD",0.13769804,0.013110418,0.013110418,"UP"
"ENSG00000154727","MDD",-0.259456886,0.021458139,0.021458139,"DOWN"
"ENSG00000154734","BD",-0.2762381,9.07e-05,9.07e-05,"DOWN"
"ENSG00000154734","MDD",-0.369999273666667,0.001457023,0.001457023,"DOWN"
"ENSG00000154736","MDD",-0.306980131,0.044673991,0.044673991,"DOWN"
"ENSG00000154743","MDD",-0.056370909,0.006704594,0.006704594,"DOWN"
"ENSG00000154764","ASD",0.41,0.00369,0.00369,"UP"
"ENSG00000154764","MDD",-0.293371567,0.025964754,0.025964754,"DOWN"
"ENSG00000154764","SZ",-0.185949738,0.007791701,0.007791701,"DOWN"
"ENSG00000154781","BD",0.13297398,0.01065389,0.01065389,"UP"
"ENSG00000154781","MDD",0.15652566,0.00563342,0.00563342,"UP"
"ENSG00000154783","MDD",0.340167085,0.014153832,0.014153832,"UP"
"ENSG00000154813","BD",-0.122588,2.45e-05,2.45e-05,"DOWN"
"ENSG00000154813","SZ",-0.135135443,0.012522861,0.012522861,"DOWN"
"ENSG00000154814","ADHD",0.09128031,0.03291762,0.03291762,"UP"
"ENSG00000154814","BD",0.17028101,0.00080007,0.00080007,"UP"
"ENSG00000154814","MDD",0.225528693,0.003971722,0.003971722,"UP"
"ENSG00000154822","OCD",-0.723,0.000130408,0.000130408,"DOWN"
"ENSG00000154832","MDD",0.167239484,0.041150251,0.041150251,"UP"
"ENSG00000154864","MDD",0.8910279305,0.006256038,0.006256038,"UP"
"ENSG00000154874","MDD",-0.38360422,0.038472026,0.038472026,"DOWN"
"ENSG00000154889","BD",0.6882907,0.0001201,0.0001201,"UP"
"ENSG00000154898","MDD",0.44606419,0.005072905,0.005072905,"UP"
"ENSG00000154914","MDD",0.433745061,0.040794943,0.040794943,"UP"
"ENSG00000154917","ASD",0.22,0.00035,0.00035,"UP"
"ENSG00000154928","BD",-0.1331474,0.0232258,0.0232258,"DOWN"
"ENSG00000154928","MDD",-0.291040542,0.030244725,0.030244725,"DOWN"
"ENSG00000154928","OCD",-0.362911757,0.00145947,0.00145947,"DOWN"
"ENSG00000154928","SZ",-0.135638022,0.029629689,0.029629689,"DOWN"
"ENSG00000154957","MDD",0.184606429,0.002900001,0.002900001,"UP"
"ENSG00000154975","MDD",0.528420473,0.019810822,0.019810822,"UP"
"ENSG00000154975","OCD",-0.890350478,0.000505123,0.000505123,"DOWN"
"ENSG00000154978","OCD",0.284185997,0.009427114,0.009427114,"UP"
"ENSG00000155008","MDD",0.11249148075,0.01048115,0.01048115,"UP"
"ENSG00000155011","MDD",-0.356692623,0.039721573,0.039721573,"DOWN"
"ENSG00000155034","ADHD",-0.0679703,0.01419896,0.01419896,"DOWN"
"ENSG00000155034","MDD",-0.3348755085,0.008674832,0.008674832,"DOWN"
"ENSG00000155034","OCD",-0.374818187,0.005158324,0.005158324,"DOWN"
"ENSG00000155052","BD",-0.2612,0.0142,0.0142,"DOWN"
"ENSG00000155052","MDD",0.147554155,0.046032215,0.046032215,"UP"
"ENSG00000155052","OCD",-1.109,0.001036601,0.001036601,"DOWN"
"ENSG00000155066","MDD",0.20625897,0.00143341,0.00143341,"UP"
"ENSG00000155066","SZ",0.14127267,0.023864221,0.023864221,"UP"
"ENSG00000155087","ADHD",0.04708344,0.01845781,0.01845781,"UP"
"ENSG00000155090","BD",-0.3647247,3.88e-06,3.88e-06,"DOWN"
"ENSG00000155090","MDD",-0.50613468,0.006292283,0.006292283,"DOWN"
"ENSG00000155090","SZ",-0.197398328,0.008605073,0.008605073,"DOWN"
"ENSG00000155093","MDD",0.164428858,0.030930184,0.030930184,"UP"
"ENSG00000155093","OCD",-0.48298,0.002417,0.002417,"DOWN"
"ENSG00000155097","MDD",0.160999411,0.049365077,0.049365077,"UP"
"ENSG00000155100","MDD",0.151194037,0.038214567,0.038214567,"UP"
"ENSG00000155115","ASD",0.14702799,0.0004108,0.0004108,"UP"
"ENSG00000155158","OCD",-1.04227567,0.000421,0.000421,"DOWN"
"ENSG00000155189","MDD",-0.00911264025000001,0.011332655,0.011332655,"DOWN"
"ENSG00000155229","MDD",-0.129840018,0.024352367,0.024352367,"DOWN"
"ENSG00000155252","ASD",-0.21,0.0063,0.0063,"DOWN"
"ENSG00000155254","ADHD",0.09262924,0.02071998,0.02071998,"UP"
"ENSG00000155254","BD",-0.1410152,0.02757688,0.02757688,"DOWN"
"ENSG00000155256","BD",0.1600324,6.87e-06,6.87e-06,"UP"
"ENSG00000155256","MDD",-0.141095734,0.043192349,0.043192349,"DOWN"
"ENSG00000155265","ASD",0.21,0.00152,0.00152,"UP"
"ENSG00000155265","MDD",0.252642701,0.003330184,0.003330184,"UP"
"ENSG00000155282","MDD",-0.568381424,0.005934291,0.005934291,"DOWN"
"ENSG00000155287","MDD",-0.113063687666667,0.005813518,0.005813518,"DOWN"
"ENSG00000155287","SZ",-0.3850342,0.00371759,0.00371759,"DOWN"
"ENSG00000155304","MDD",0.205765018,0.005781544,0.005781544,"UP"
"ENSG00000155307","BD",-0.1652734,0.02056954,0.02056954,"DOWN"
"ENSG00000155307","MDD",0.998056763,0.014273532,0.014273532,"UP"
"ENSG00000155307","SZ",-0.243405046,0.004278571,0.004278571,"DOWN"
"ENSG00000155313","MDD",0.112155048,0.047766588,0.047766588,"UP"
"ENSG00000155313","OCD",-0.433,0.001214162,0.001214162,"DOWN"
"ENSG00000155324","ADHD",0.06523942,0.03965588,0.03965588,"UP"
"ENSG00000155330","MDD",-0.242274526,0.023985863,0.023985863,"DOWN"
"ENSG00000155363","ASD",0.18318867,0.00139641,0.00139641,"UP"
"ENSG00000155363","MDD",-0.231689743666667,0.008093459,0.008093459,"DOWN"
"ENSG00000155363","SZ",-0.4401498,0.00713795,0.00713795,"DOWN"
"ENSG00000155366","ASD",0.26572506,0.00012784,0.00012784,"UP"
"ENSG00000155366","OCD",0.571,0.001417515,0.001417515,"UP"
"ENSG00000155366","SZ",-0.4158506,0.01149666,0.01149666,"DOWN"
"ENSG00000155367","BD",0.12965114,0.0394724,0.0394724,"UP"
