"GENEID","avg_effect","consistency","n_disorders"
"ENSG00000038002",0.0460180375,0.417685200252777,2
"ENSG00000038210",0.119422591666667,NA,1
"ENSG00000038274",0.164586448,NA,1
"ENSG00000038358",-0.0733368635,0.049567568056957,2
"ENSG00000038532",-0.174212466,NA,1
"ENSG00000038945",0.0640611,0.391961875312408,2
"ENSG00000039068",-0.15720509625,0.856254882854273,3
"ENSG00000039123",0.0596443846666667,NA,1
"ENSG00000039139",0.203105656,NA,1
"ENSG00000039319",0.1185642445,0.384016462187431,2
"ENSG00000039537",-1.015434425,NA,1
"ENSG00000039650",-0.0629819,NA,1
"ENSG00000040199",-0.11305322,NA,1
"ENSG00000040275",0.202390506,NA,1
"ENSG00000040487",0.254018621,NA,1
"ENSG00000040608",0.439684419,NA,1
"ENSG00000040731",0.4031115,NA,1
"ENSG00000040933",-0.488,NA,1
"ENSG00000041353",-0.942411012,0.648160085851429,2
"ENSG00000041357",-0.1285321,NA,1
"ENSG00000041515",0.179864865,0.0607005563261265,2
"ENSG00000041802",0.126689753,NA,1
"ENSG00000041982",0.889867761,NA,1
"ENSG00000041988",0.265155262,NA,1
"ENSG00000042062",-0.6979652,NA,1
"ENSG00000042088",0.1131743,NA,1
"ENSG00000042317",0.0539155316666667,NA,1
"ENSG00000042429",-0.137897063,NA,1
"ENSG00000042753",0.26572475925,0.135375252786249,2
"ENSG00000042832",-0.0522141795,0.694025856570779,2
"ENSG00000042980",0.7653396255,NA,1
"ENSG00000043093",-0.119659267,NA,1
"ENSG00000043355",-0.866714128,NA,1
"ENSG00000043462",0.539560892333333,0.285127625584622,3
"ENSG00000043514",0.1581538535,NA,1
"ENSG00000043591",-0.316076696,NA,1
"ENSG00000044090",0.225978343,NA,1
"ENSG00000044115",0.051777612,0.199205856523724,2
"ENSG00000044459",-0.0629964913333333,NA,1
"ENSG00000044524",0.109323949,0.607339599090484,2
"ENSG00000046604",0.64389302,NA,1
"ENSG00000046647",-0.2144,NA,1
"ENSG00000046651",0.135195748,NA,1
"ENSG00000046653",-0.027016134,0.385541066207053,3
"ENSG00000046889",-0.25028837,0.130477280737122,2
"ENSG00000047056",-0.1736763,NA,1
"ENSG00000047188",0.106423224,0.401038122593237,2
"ENSG00000047230",0.273215578666667,NA,1
"ENSG00000047249",0.194294566,NA,1
"ENSG00000047315",0.0807312666666667,NA,1
"ENSG00000047346",-0.266344935,NA,1
"ENSG00000047410",-0.1474658745,0.0167218386453015,2
"ENSG00000047457",0.9180353205,0.8230798176244,2
"ENSG00000047578",-0.0700314,NA,1
"ENSG00000047579",0.211395232,NA,1
"ENSG00000047597",-0.7838721285,1.37348372458018,2
"ENSG00000047617",0.5240519125,0.259649733795387,2
"ENSG00000047648",0.341600301,0.0842497916651763,2
"ENSG00000047662",0.225745036333333,NA,1
"ENSG00000047932",0.1393541955,0.0396415863145357,2
"ENSG00000048028",-0.3729175345,0.193863881873642,2
"ENSG00000048140",0.208114821,NA,1
"ENSG00000048162",0.275213925666667,NA,1
"ENSG00000048342",-0.3413667,NA,1
"ENSG00000048392",0.1885230895,NA,1
"ENSG00000048405",-0.0372244,NA,1
"ENSG00000048540",-0.63,NA,1
"ENSG00000048544",0.175280043,NA,1
"ENSG00000048545",-0.041186615,0.522403221084657,3
"ENSG00000048649",-0.14119685,NA,1
"ENSG00000048740",-0.182620686666667,0.309968224485431,3
"ENSG00000048828",-0.136711067,NA,1
"ENSG00000048991",-0.215685877,NA,1
"ENSG00000049089",-0.13600899175,0.815515214381557,2
"ENSG00000049130",0.124604749,NA,1
"ENSG00000049192",0.3133092455,NA,1
