"gene","degree","weighted_degree","hgnc_symbol"
"ENSG00000136807",4310,5200,"CDK9"
"ENSG00000136811",4310,5200,"ODF2"
"ENSG00000136826",5008,10049,"KLF4"
"ENSG00000136828",3014,3247,"RALGPS1"
"ENSG00000136830",4809,6802,"NIBAN2"
"ENSG00000136842",4554,5481,"TMOD1"
"ENSG00000136870",4639,6215,"ZNF189"
"ENSG00000136888",4488,5405,"ATP6V1G1"
"ENSG00000136895",4478,5520,"GARNL3"
"ENSG00000136935",4639,6215,"GOLGA1"
"ENSG00000136937",4639,6215,"NCBP1"
"ENSG00000136938",4554,5481,"ANP32B"
"ENSG00000136942",4809,6802,"RPL35"
"ENSG00000136950",4310,5200,"ARPC5L"
"ENSG00000136960",4478,5520,"ENPP2"
"ENSG00000136997",4766,7331,"MYC"
"ENSG00000137040",4478,5520,"RANBP6"
"ENSG00000137094",4639,6215,"DNAJB5"
"ENSG00000137124",4639,6215,"ALDH1B1"
"ENSG00000137142",4488,5405,"IGFBPL1"
"ENSG00000137168",4878,7536,"PPIL1"
"ENSG00000137171",4639,6215,"KLC4"
"ENSG00000137193",3682,4849,"PIM1"
"ENSG00000137259",4478,5520,NA
"ENSG00000137267",4624,6636,"TUBB2A"
"ENSG00000137285",4611,6004,"TUBB2B"
"ENSG00000137288",3014,3247,"UQCC2"
"ENSG00000137309",4809,6802,"HMGA1"
"ENSG00000137331",4810,7612,"IER3"
"ENSG00000137393",4907,8728,"RNF144B"
"ENSG00000137409",4478,5520,"MTCH1"
"ENSG00000137441",2876,3528,"FGFBP2"
"ENSG00000137449",4310,5200,"CPEB2"
"ENSG00000137462",4810,7612,"TLR2"
"ENSG00000137491",2413,2718,"SLCO2B1"
"ENSG00000137494",4310,5200,"ANKRD42"
"ENSG00000137501",4478,5520,"SYTL2"
"ENSG00000137507",2876,3528,"LRRC32"
"ENSG00000137513",4488,5405,"NARS2"
"ENSG00000137522",4639,6215,"RNF121"
"ENSG00000137563",4878,7536,"GGH"
"ENSG00000137642",2876,3528,"SORL1"
"ENSG00000137693",4478,5520,"YAP1"
"ENSG00000137700",4639,6215,"SLC37A4"
"ENSG00000137726",4478,5520,"FXYD6"
"ENSG00000137727",4926,7918,"ARHGAP20"
"ENSG00000137731",4554,5481,"FXYD2"
"ENSG00000137752",4639,6215,"CASP1"
"ENSG00000137766",4878,7536,"UNC13C"
"ENSG00000137767",3840,4964,"SQOR"
"ENSG00000137809",4639,6215,"ITGA11"
"ENSG00000137815",4639,6215,"RTF1"
"ENSG00000137825",4488,5405,"ITPKA"
"ENSG00000137831",4639,6215,"UACA"
"ENSG00000137834",4810,7612,"SMAD6"
"ENSG00000137841",4727,6597,"PLCB2"
"ENSG00000137876",4624,6636,"RSL24D1"
"ENSG00000137880",4488,5405,"GCHFR"
"ENSG00000137942",4478,5520,"FNBP1L"
"ENSG00000137962",4554,5481,"ARHGAP29"
"ENSG00000137968",4310,5200,"SLC44A5"
"ENSG00000137992",4639,6215,"DBT"
"ENSG00000138018",4488,5405,"SELENOI"
"ENSG00000138080",4712,6841,"EMILIN1"
"ENSG00000138083",4554,5481,"SIX3"
"ENSG00000138119",3117,3452,"MYOF"
"ENSG00000138135",4809,6802,"CH25H"
"ENSG00000138160",4554,5481,"KIF11"
"ENSG00000138166",4907,8728,"DUSP5"
"ENSG00000138185",2876,3528,"ENTPD1"
"ENSG00000138193",4983,8972,"PLCE1"
"ENSG00000138246",4488,5405,"DNAJC13"
"ENSG00000138311",2440,2757,"ZNF365"
"ENSG00000138326",4488,5405,"RPS24"
"ENSG00000138336",4639,6215,"TET1"
"ENSG00000138347",4766,7331,"MYPN"
"ENSG00000138378",4826,6917,"STAT4"
"ENSG00000138442",4712,6841,"WDR12"
"ENSG00000138448",4478,5520,"ITGAV"
"ENSG00000138449",3014,3247,"SLC40A1"
"ENSG00000138459",4310,5200,"SLC35A5"
"ENSG00000138463",4878,7651,"SLC49A4"
"ENSG00000138468",4478,5520,"SENP7"
"ENSG00000138472",4310,5200,"GUCA1C"
"ENSG00000138495",4810,7612,"COX17"
"ENSG00000138496",4712,6841,"PARP9"
"ENSG00000138604",2595,2833,"GLCE"
"ENSG00000138614",4624,6636,"INTS14"
"ENSG00000138629",4478,5520,"UBL7"
"ENSG00000138642",4554,5481,"HERC6"
"ENSG00000138653",4554,5481,"NDST4"
"ENSG00000138660",4488,5405,"AP1AR"
"ENSG00000138663",4554,5481,"COPS4"
"ENSG00000138668",4554,5481,"HNRNPD"
"ENSG00000138685",4826,6917,"FGF2"
"ENSG00000138688",4310,5200,"BLTP1"
"ENSG00000138722",4554,5481,"MMRN1"
"ENSG00000138741",4972,9048,"TRPC3"
"ENSG00000138744",4639,6215,"NAAA"
"ENSG00000138756",3243,3567,"BMP2K"
"ENSG00000138757",2364,2513,"G3BP2"
"ENSG00000138771",4639,6215,"SHROOM3"
"ENSG00000138792",4488,5405,"ENPEP"
"ENSG00000138794",3014,3247,"CASP6"
"ENSG00000138798",4639,6215,"EGF"
"ENSG00000138834",4766,7331,"MAPK8IP3"
"ENSG00000138867",4554,5481,"GUCD1"
"ENSG00000138964",3243,3567,"PARVG"
"ENSG00000139083",4554,5481,"ETV6"
"ENSG00000139112",4826,6917,"GABARAPL1"
"ENSG00000139117",4554,5481,"CPNE8"
"ENSG00000139132",4478,5520,"FGD4"
"ENSG00000139173",4310,5200,"TMEM117"
"ENSG00000139211",4639,6215,"AMIGO2"
"ENSG00000139239",4478,5520,"RPL14P1"
"ENSG00000139287",4310,5200,"TPH2"
"ENSG00000139291",4810,7612,"TMEM19"
"ENSG00000139304",4639,6215,"PTPRQ"
"ENSG00000139318",4907,8728,"DUSP6"
"ENSG00000139352",4826,6917,"ASCL1"
"ENSG00000139364",4488,5405,"TMEM132B"
"ENSG00000139410",2364,2513,"SDSL"
"ENSG00000139514",3014,3247,"SLC7A1"
"ENSG00000139567",3672,4644,"ACVRL1"
"ENSG00000139579",4478,5520,"NABP2"
"ENSG00000139613",4310,5200,"SMARCC2"
"ENSG00000139620",4310,5200,"KANSL2"
"ENSG00000139629",4478,5520,"GALNT6"
"ENSG00000139637",4639,6215,"MYG1"
"ENSG00000139644",4478,5520,"TMBIM6"
"ENSG00000139679",4878,7536,"LPAR6"
"ENSG00000139718",4310,5200,"SETD1B"
"ENSG00000139722",4554,5481,"VPS37B"
"ENSG00000139832",2595,2833,"RAB20"
"ENSG00000139910",2595,2833,"NOVA1"
"ENSG00000139915",4478,5520,"MDGA2"
"ENSG00000139926",4639,6215,"FRMD6"
"ENSG00000139946",4878,7651,"PELI2"
"ENSG00000139973",3117,3452,"SYT16"
"ENSG00000139977",4310,5200,"NAA30"
"ENSG00000140006",4310,5200,"WDR89"
"ENSG00000140030",3117,3452,"GPR65"
"ENSG00000140044",3840,4964,"JDP2"
"ENSG00000140090",4488,5405,"SLC24A4"
"ENSG00000140199",2440,2757,"SLC12A6"
"ENSG00000140262",4310,5200,"TCF12"
"ENSG00000140265",3117,3452,"ZSCAN29"
"ENSG00000140284",4810,7612,"SLC27A2"
"ENSG00000140287",4810,7612,"HDC"
"ENSG00000140299",4478,5520,"BNIP2"
"ENSG00000140307",4478,5520,"GTF2A2"
"ENSG00000140332",2281,2437,"TLE3"
"ENSG00000140379",3117,3452,"BCL2A1"
"ENSG00000140396",4310,5200,"NCOA2"
"ENSG00000140464",4972,9048,"PML"
"ENSG00000140519",4488,5405,"RHCG"
"ENSG00000140548",2876,3528,"ZNF710"
"ENSG00000140557",4727,6597,"ST8SIA2"
"ENSG00000140575",4639,6215,"IQGAP1"
"ENSG00000140678",4810,7612,"ITGAX"
"ENSG00000140691",4310,5200,"ARMC5"
"ENSG00000140749",4554,5481,"IGSF6"
"ENSG00000140798",2382,2552,"ABCC12"
"ENSG00000140830",3411,3949,"TXNL4B"
"ENSG00000140836",4554,5481,"ZFHX3"
"ENSG00000140839",4639,6215,"CLEC18B"
"ENSG00000140853",3682,4849,"NLRC5"
"ENSG00000140854",4478,5520,"KATNB1"
"ENSG00000140905",4554,5481,"GCSH"
"ENSG00000140931",2413,2718,"CMTM3"
"ENSG00000140939",4639,6215,"NOL3"
"ENSG00000140945",4554,5481,"CDH13"
"ENSG00000140968",4639,6215,"IRF8"
"ENSG00000140993",4310,5200,"TIGD7"
"ENSG00000140995",4624,6636,"DEF8"
"ENSG00000141002",4639,6215,"TCF25"
"ENSG00000141012",4310,5200,"GALNS"
"ENSG00000141026",4639,6215,"MED9"
"ENSG00000141027",2382,2552,"NCOR1"
"ENSG00000141030",4478,5520,"COPS3"
"ENSG00000141084",4639,6215,"RANBP10"
"ENSG00000141232",4639,6215,"TOB1"
"ENSG00000141252",4310,5200,"VPS53"
"ENSG00000141258",4488,5405,"SGSM2"
"ENSG00000141314",3840,4964,"RHBDL3"
"ENSG00000141349",4488,5405,"G6PC3"
"ENSG00000141385",4478,5520,"AFG3L2"
"ENSG00000141404",4488,5405,"GNAL"
"ENSG00000141434",4639,6215,"MEP1B"
"ENSG00000141505",4554,5481,"ASGR1"
"ENSG00000141506",4878,7536,"PIK3R5"
"ENSG00000141527",4639,6215,"CARD14"
"ENSG00000141540",4478,5520,"TTYH2"
"ENSG00000141568",4310,5200,"FOXK2"
"ENSG00000141576",4812,7957,"RNF157"
"ENSG00000141622",3243,3567,"ARK2C"
"ENSG00000141664",4478,5520,"ZCCHC2"
"ENSG00000141696",4478,5520,"P3H4"
"ENSG00000141736",3969,4888,"ERBB2"
"ENSG00000141741",4310,5200,"MIEN1"
"ENSG00000141744",4639,6215,"PNMT"
"ENSG00000141748",4639,6215,"ARL5C"
"ENSG00000141750",4478,5520,"STAC2"
"ENSG00000141753",4488,5405,"IGFBP4"
"ENSG00000141756",2595,2833,"FKBP10"
"ENSG00000141854",4639,6215,"MISP3"
"ENSG00000141858",4488,5405,"SAMD1"
"ENSG00000141867",4310,5200,"BRD4"
"ENSG00000142065",4478,5520,"ZFP14"
"ENSG00000142089",3840,4964,"IFITM3"
"ENSG00000142102",4826,6917,"PGGHG"
"ENSG00000142149",4310,5200,"HUNK"
"ENSG00000142156",2413,2718,"COL6A1"
"ENSG00000142166",4639,6215,"IFNAR1"
"ENSG00000142178",4972,9048,"SIK1"
"ENSG00000142186",4478,5520,"SCYL1"
"ENSG00000142208",4624,6636,"AKT1"
"ENSG00000142227",2595,2833,"EMP3"
"ENSG00000142303",4310,5200,"ADAMTS10"
"ENSG00000142347",4488,5405,"MYO1F"
"ENSG00000142409",4554,5481,"ZNF787"
"ENSG00000142459",4488,5405,"EVI5L"
"ENSG00000142534",4712,6841,"RPS11"
"ENSG00000142583",4639,6215,"SLC2A5"
"ENSG00000142634",4654,6521,"EFHD2"
"ENSG00000142669",4478,5520,"SH3BGRL3"
"ENSG00000142676",4488,5405,"RPL11"
"ENSG00000142694",4478,5520,"EVA1B"
"ENSG00000142733",4958,8933,"MAP3K6"
"ENSG00000142871",4958,8933,"CCN1"
"ENSG00000142910",4727,6597,"TINAGL1"
"ENSG00000142945",4639,6215,"KIF2C"
"ENSG00000143013",4478,5520,"LMO4"
"ENSG00000143036",3243,3567,"SLC44A3"
"ENSG00000143079",4310,5200,"CTTNBP2NL"
"ENSG00000143106",4478,5520,"PSMA5"
"ENSG00000143119",4654,6521,"CD53"
"ENSG00000143127",3877,4568,"ITGA10"
"ENSG00000143190",4478,5520,"POU2F1"
"ENSG00000143194",4488,5405,"MAEL"
"ENSG00000143195",4310,5200,"ILDR2"
"ENSG00000143248",4639,6215,"RGS5"
"ENSG00000143256",3254,3834,"PFDN2"
"ENSG00000143319",4310,5200,"ISG20L2"
"ENSG00000143320",4554,5481,"CRABP2"
"ENSG00000143340",4810,7612,"FAM163A"
"ENSG00000143373",2281,2437,"ZNF687"
"ENSG00000143384",4826,6917,"MCL1"
"ENSG00000143442",4310,5200,"POGZ"
"ENSG00000143479",4712,6841,"DYRK3"
"ENSG00000143545",4950,8238,"RAB13"
"ENSG00000143546",2876,3528,"S100A8"
"ENSG00000143549",4310,5200,"TPM3"
"ENSG00000143554",3682,4849,"SLC27A3"
"ENSG00000143570",4878,7536,"SLC39A1"
"ENSG00000143578",4554,5481,"CREB3L4"
"ENSG00000143612",4310,5200,"C1orf43"
"ENSG00000143622",4478,5520,"RIT1"
"ENSG00000143624",4310,5200,"INTS3"
"ENSG00000143742",4554,5481,"SRP9"
"ENSG00000143771",4639,6215,"CNIH4"
"ENSG00000143774",4488,5405,"GUK1"
"ENSG00000143819",2440,2757,"EPHX1"
"ENSG00000143845",3969,4888,"ETNK2"
"ENSG00000143858",4983,8972,"SYT2"
"ENSG00000143882",4639,6215,"ATP6V1C2"
"ENSG00000143933",2382,2552,"CALM2"
"ENSG00000143977",4478,5520,"SNRPG"
"ENSG00000144021",4488,5405,"CIAO1"
"ENSG00000144034",4478,5520,"TPRKB"
"ENSG00000144136",4639,6215,"SLC20A1"
"ENSG00000144152",4478,5520,"FBLN7"
"ENSG00000144161",4488,5405,"ZC3H8"
"ENSG00000144227",2413,2718,"NXPH2"
"ENSG00000144290",4639,6215,"SLC4A10"
"ENSG00000144331",4712,6841,"ZNF385B"
"ENSG00000144339",4554,5481,"TMEFF2"
"ENSG00000144366",4310,5200,"GULP1"
"ENSG00000144369",4478,5520,"FAM171B"
"ENSG00000144381",4878,7651,"HSPD1"
"ENSG00000144407",4478,5520,"PTH2R"
"ENSG00000144426",4310,5200,"NBEAL1"
"ENSG00000144597",4488,5405,"EAF1"
"ENSG00000144655",4809,6802,"CSRNP1"
"ENSG00000144671",3014,3247,"SLC22A14"
"ENSG00000144677",3243,3567,"CTDSPL"
"ENSG00000144681",4958,8933,"STAC"
"ENSG00000144711",4654,6521,"IQSEC1"
"ENSG00000144724",4766,7331,"PTPRG"
"ENSG00000144730",4639,6215,"IL17RD"
"ENSG00000144746",4478,5520,"ARL6IP5"
"ENSG00000144791",4878,7651,"LIMD1"
"ENSG00000144802",4878,7536,"NFKBIZ"
"ENSG00000144815",4488,5405,"NXPE3"
"ENSG00000144827",4310,5200,"ABHD10"
"ENSG00000144837",4878,7536,"PLA1A"
"ENSG00000144840",4766,7331,"RABL3"
"ENSG00000144843",4310,5200,"ADPRH"
"ENSG00000144857",4907,8728,"BOC"
"ENSG00000144868",4478,5520,"TMEM108"
"ENSG00000144891",2876,3528,"AGTR1"
"ENSG00000144908",2876,3528,"ALDH1L1"
"ENSG00000144935",4639,6215,"TRPC1"
"ENSG00000145012",4478,5520,"LPP"
"ENSG00000145022",4310,5200,"TCTA"
"ENSG00000145087",2440,2757,"STXBP5L"
"ENSG00000145147",4554,5481,"SLIT2"
"ENSG00000145191",4478,5520,"EIF2B5"
"ENSG00000145194",4554,5481,"ECE2"
"ENSG00000145198",4488,5405,"VWA5B2"
"ENSG00000145214",4310,5200,"DGKQ"
"ENSG00000145246",4488,5405,"ATP10D"
"ENSG00000145248",5008,10164,"SLC10A4"
"ENSG00000145348",2382,2552,"TBCK"
"ENSG00000145358",4826,6917,"DDIT4L"
"ENSG00000145390",4639,6215,"USP53"
"ENSG00000145423",2413,2718,"SFRP2"
"ENSG00000145425",4488,5405,"RPS3A"
"ENSG00000145431",4478,5520,"PDGFC"
"ENSG00000145526",4810,7612,"CDH18"
"ENSG00000145592",4554,5481,"RPL37"
"ENSG00000145623",4958,8933,"OSMR"
"ENSG00000145675",4488,5405,"PIK3R1"
"ENSG00000145681",4488,5405,"HAPLN1"
"ENSG00000145685",3117,3452,"LHFPL2"
"ENSG00000145730",4488,5405,"PAM"
"ENSG00000145743",4654,6521,"FBXL17"
"ENSG00000145779",4878,7536,"TNFAIP8"
"ENSG00000145780",4554,5481,"FEM1C"
"ENSG00000145781",4310,5200,"COMMD10"
"ENSG00000145794",4310,5200,"MEGF10"
"ENSG00000145808",4654,6521,"ADAMTS19"
"ENSG00000145819",3014,3247,"ARHGAP26"
"ENSG00000145824",4488,5405,"CXCL14"
"ENSG00000145833",4488,5405,"DDX46"
"ENSG00000145860",4654,6521,"RNF145"
"ENSG00000145864",4712,6841,"GABRB2"
"ENSG00000145888",4810,7612,"GLRA1"
"ENSG00000145901",3243,3567,"TNIP1"
"ENSG00000145912",4639,6215,"NHP2"
"ENSG00000145920",4712,6841,"CPLX2"
"ENSG00000145936",4639,6215,"KCNMB1"
"ENSG00000145979",3243,3567,"TBC1D7"
"ENSG00000146007",4488,5405,"ZMAT2"
"ENSG00000146021",4488,5405,"KLHL3"
"ENSG00000146066",4639,6215,"HIGD2A"
"ENSG00000146067",4554,5481,"FAM193B"
"ENSG00000146070",4488,5405,"PLA2G7"
"ENSG00000146090",4488,5405,"RASGEF1C"
"ENSG00000146112",3360,4154,"PPP1R18"
"ENSG00000146143",4810,7612,"PRIM2"
"ENSG00000146147",4310,5200,"MLIP"
"ENSG00000146151",4554,5481,"HMGCLL1"
"ENSG00000146232",4429,6285,"NFKBIE"
"ENSG00000146233",4639,6215,"CYP39A1"
"ENSG00000146278",4810,7612,"PNRC1"
"ENSG00000146281",4810,7612,"PM20D2"
"ENSG00000146352",4639,6215,"CLVS2"
"ENSG00000146360",4478,5520,"GPR6"
"ENSG00000146411",4826,6917,"SLC2A12"
"ENSG00000146416",4639,6215,"AIG1"
"ENSG00000146425",4488,5405,"DYNLT1"
"ENSG00000146426",4310,5200,"TIAM2"
"ENSG00000146453",4554,5481,"PNLDC1"
"ENSG00000146476",4478,5520,"ARMT1"
"ENSG00000146556",4554,5481,"WASH2P"
"ENSG00000146587",4639,6215,"RBAK"
"ENSG00000146592",4478,5520,"CREB5"
"ENSG00000146648",4310,5200,"EGFR"
"ENSG00000146674",2413,2718,"IGFBP3"
"ENSG00000146776",4766,7331,"ATXN7L1"
"ENSG00000146802",4766,7331,"TMEM168"
"ENSG00000146833",4878,7651,"TRIM4"
"ENSG00000146856",4478,5520,"AGBL3"
"ENSG00000146858",4310,5200,"ZC3HAV1L"
"ENSG00000147027",4478,5520,"TMEM47"
"ENSG00000147036",4878,7536,"LANCL3"
"ENSG00000147041",4554,5481,"SYTL5"
"ENSG00000147065",2595,2833,"MSN"
"ENSG00000147082",4639,6215,"CCNB3"
"ENSG00000147162",4488,5405,"OGT"
"ENSG00000147174",2876,3528,"GCNA"
"ENSG00000147202",4478,5520,"DIAPH2"
"ENSG00000147231",4639,6215,"RADX"
"ENSG00000147246",4554,5481,"HTR2C"
"ENSG00000147255",4488,5405,"IGSF1"
"ENSG00000147256",3360,4154,"ARHGAP36"
"ENSG00000147324",2876,3528,"MFHAS1"
"ENSG00000147402",4478,5520,NA
"ENSG00000147439",2382,2552,"BIN3"
"ENSG00000147454",4554,5481,"SLC25A37"
"ENSG00000147459",4310,5200,"DOCK5"
"ENSG00000147475",4639,6215,"ERLIN2"
"ENSG00000147571",4878,7651,"CRH"
"ENSG00000147586",4488,5405,"MRPS28"
"ENSG00000147588",4478,5520,"PMP2"
"ENSG00000147604",4488,5405,"RPL7"
"ENSG00000147676",4488,5405,"MAL2"
"ENSG00000147684",4488,5405,"NDUFB9"
"ENSG00000147853",4826,6917,"AK3"
"ENSG00000147862",4478,5520,"NFIB"
"ENSG00000147869",4639,6215,"CER1"
"ENSG00000147872",2364,2513,"PLIN2"
"ENSG00000147874",4310,5200,"HAUS6"
"ENSG00000147889",4639,6215,"CDKN2A"
"ENSG00000147996",4639,6215,"ZNG1E"
"ENSG00000148082",4488,5405,"SHC3"
"ENSG00000148090",4478,5520,"AUH"
"ENSG00000148110",4478,5520,"MFSD14B"
"ENSG00000148120",4639,6215,"AOPEP"
"ENSG00000148123",2876,3528,"PLPPR1"
"ENSG00000148204",4478,5520,"CRB2"
"ENSG00000148303",4639,6215,"RPL7A"
"ENSG00000148334",4554,5481,"PTGES2"
"ENSG00000148337",4310,5200,"CIZ1"
"ENSG00000148339",4488,5405,"SLC25A25"
"ENSG00000148341",4488,5405,"SH3GLB2"
"ENSG00000148362",4810,7612,NA
"ENSG00000148384",4639,6215,"INPP5E"
"ENSG00000148429",2876,3528,"USP6NL"
"ENSG00000148450",4810,7612,"MSRB2"
"ENSG00000148671",4488,5405,"ADIRF"
"ENSG00000148700",4766,7331,"ADD3"
"ENSG00000148773",3117,3452,"MKI67"
"ENSG00000148798",3257,3873,"INA"
"ENSG00000148841",2413,2718,"ITPRIP"
"ENSG00000148925",2413,2718,"BTBD10"
"ENSG00000148926",4639,6215,"ADM"
"ENSG00000148985",4639,6215,"PGAP2"
"ENSG00000149084",4639,6215,"HSD17B12"
"ENSG00000149091",4488,5405,"DGKZ"
"ENSG00000149131",4429,6285,"SERPING1"
"ENSG00000149182",4310,5200,"ARFGAP2"
"ENSG00000149231",4488,5405,"CCDC82"
"ENSG00000149257",3117,3452,"SERPINH1"
"ENSG00000149273",4478,5520,"RPS3"
"ENSG00000149289",4310,5200,"ZC3H12C"
"ENSG00000149292",2281,2437,"TTC12"
"ENSG00000149305",4478,5520,"HTR3B"
"ENSG00000149418",3117,3452,"ST14"
"ENSG00000149476",4310,5200,"TKFC"
"ENSG00000149489",3840,4964,"ROM1"
"ENSG00000149527",4488,5405,"PLCH2"
"ENSG00000149564",4826,6917,"ESAM"
"ENSG00000149571",4478,5520,"KIRREL3"
"ENSG00000149573",3682,4849,"MPZL2"
"ENSG00000149577",3014,3247,"SIDT2"
"ENSG00000149582",4639,6215,"TMEM25"
"ENSG00000149591",3672,4644,"TAGLN"
"ENSG00000149654",4488,5405,"CDH22"
"ENSG00000149658",4429,6285,"YTHDF1"
"ENSG00000149781",4712,6841,"FERMT3"
"ENSG00000149782",4927,8033,"PLCB3"
"ENSG00000149923",4310,5200,"PPP4C"
"ENSG00000149932",4727,6597,"TMEM219"
"ENSG00000149948",4310,5200,"HMGA2"
"ENSG00000150275",4478,5520,"PCDH15"
"ENSG00000150316",2281,2437,"CWC15"
"ENSG00000150337",4878,7536,"FCGR1A"
"ENSG00000150347",4810,7612,"ARID5B"
"ENSG00000150361",2440,2757,"KLHL1"
"ENSG00000150457",4554,5481,"LATS2"
"ENSG00000150459",3986,4683,"SAP18"
"ENSG00000150471",4310,5200,"ADGRL3"
"ENSG00000150527",4639,6215,"MIA2"
"ENSG00000150594",4809,6802,"ADRA2A"
"ENSG00000150625",4712,6841,"GPM6A"
"ENSG00000150756",4639,6215,"ATPSCKMT"
"ENSG00000150782",4488,5405,"IL18"
"ENSG00000150967",4478,5520,"ABCB9"
"ENSG00000150977",4478,5520,"RILPL2"
"ENSG00000150991",4488,5405,"UBC"
"ENSG00000151012",4478,5520,"SLC7A11"
"ENSG00000151023",4639,6215,"ENKUR"
"ENSG00000151025",2440,2757,"GPR158"
"ENSG00000151229",4926,7918,"SLC2A13"
"ENSG00000151239",4310,5200,"TWF1"
"ENSG00000151322",4478,5520,"NPAS3"
"ENSG00000151332",4310,5200,"MBIP"
"ENSG00000151338",4766,7331,"MIPOL1"
"ENSG00000151458",4554,5481,"ANKRD50"
"ENSG00000151468",4478,5520,"CCDC3"
"ENSG00000151470",4958,8933,"C4orf33"
"ENSG00000151490",4554,5481,"PTPRO"
"ENSG00000151491",4624,6636,"EPS8"
"ENSG00000151503",4310,5200,"NCAPD3"
"ENSG00000151577",4639,6215,"DRD3"
"ENSG00000151612",3986,4683,"ZNF827"
"ENSG00000151687",4639,6215,"ANKAR"
"ENSG00000151693",4958,8933,"ASAP2"
"ENSG00000151702",4369,5965,"FLI1"
"ENSG00000151729",4712,6841,"SLC25A4"
"ENSG00000151834",4810,7612,"GABRA2"
"ENSG00000151835",4488,5405,"SACS"
"ENSG00000151849",3014,3247,"CPAP"
"ENSG00000151882",3117,3452,"CCL28"
"ENSG00000151892",4310,5200,"GFRA1"
"ENSG00000151917",4488,5405,"BEND6"
"ENSG00000151929",5008,10369,"BAG3"
"ENSG00000151952",4554,5481,"TMEM132D"
"ENSG00000151967",4478,5520,"SCHIP1"
"ENSG00000152034",4488,5405,"MCHR2"
"ENSG00000152049",3840,4964,"KCNE4"
"ENSG00000152076",4488,5405,"CCDC74B"
"ENSG00000152078",4554,5481,"TLCD4"
"ENSG00000152137",4478,5520,"HSPB8"
"ENSG00000152207",4554,5481,"CYSLTR2"
"ENSG00000152234",4478,5520,"ATP5F1A"
"ENSG00000152240",4310,5200,"HAUS1"
"ENSG00000152256",4810,7612,"PDK1"
"ENSG00000152402",4488,5405,"GUCY1A2"
"ENSG00000152404",4478,5520,"CWF19L2"
"ENSG00000152413",4712,6841,"HOMER1"
"ENSG00000152464",4639,6215,"RPP38"
"ENSG00000152492",4810,7612,"CCDC50"
"ENSG00000152495",2440,2757,"CAMK4"
"ENSG00000152518",4488,5405,"ZFP36L2"
"ENSG00000152642",4488,5405,"GPD1L"
"ENSG00000152766",3117,3452,"ANKRD22"
"ENSG00000152767",4478,5520,"FARP1"
"ENSG00000152784",4488,5405,"PRDM8"
"ENSG00000152795",4639,6215,"HNRNPDL"
"ENSG00000152818",3672,4644,"UTRN"
"ENSG00000152894",4826,6917,"PTPRK"
"ENSG00000152910",4478,5520,"CNTNAP4"
"ENSG00000152931",4478,5520,"PART1"
"ENSG00000152932",4488,5405,"RAB3C"
"ENSG00000152944",4310,5200,"MED21"
"ENSG00000152952",4878,7651,"PLOD2"
"ENSG00000152954",4488,5405,"NRSN1"
"ENSG00000152977",4809,6802,"ZIC1"
"ENSG00000153006",4478,5520,"SREK1IP1"
"ENSG00000153029",4478,5520,"MR1"
"ENSG00000153071",2876,3528,"DAB2"
"ENSG00000153113",4624,6636,"CAST"
"ENSG00000153130",4478,5520,"SCOC"
"ENSG00000153165",4878,7651,"RGPD3"
"ENSG00000153187",4727,6597,"HNRNPU"
"ENSG00000153234",4907,8728,"NR4A2"
"ENSG00000153246",4639,6215,"PLA2R1"
"ENSG00000153283",4810,7612,"CD96"
"ENSG00000153291",4878,7536,"SLC25A27"
"ENSG00000153310",4812,7957,"CYRIB"
"ENSG00000153363",4310,5200,"LINC00467"
"ENSG00000153446",2595,2833,"C16orf89"
"ENSG00000153487",4878,7651,"ING1"
"ENSG00000153561",4488,5405,"RMND5A"
"ENSG00000153707",4478,5520,"PTPRD"
"ENSG00000153714",4958,8933,"LURAP1L"
"ENSG00000153774",4369,5965,"CFDP1"
"ENSG00000153820",4809,6802,"SPHKAP"
"ENSG00000153823",4927,8033,"PID1"
"ENSG00000153879",4766,7331,"CEBPG"
"ENSG00000153902",4810,7612,"LGI4"
"ENSG00000153914",4310,5200,"SREK1"
"ENSG00000153944",4478,5520,"MSI2"
"ENSG00000154016",4639,6215,"GRAP"
"ENSG00000154027",2281,2437,"AK5"
"ENSG00000154114",4478,5520,"TBCEL"
"ENSG00000154118",4488,5405,"JPH3"
"ENSG00000154127",4809,6802,"UBASH3B"
"ENSG00000154133",4927,8033,"ROBO4"
"ENSG00000154134",2413,2718,"ROBO3"
"ENSG00000154146",4488,5405,"NRGN"
"ENSG00000154153",4478,5520,"RETREG1"
"ENSG00000154174",4488,5405,"TOMM70"
"ENSG00000154237",4488,5405,"LRRK1"
"ENSG00000154240",4639,6215,"CEP112"
"ENSG00000154258",4639,6215,"ABCA9"
"ENSG00000154328",4478,5520,"NEIL2"
"ENSG00000154330",2876,3528,"PGM5"
"ENSG00000154380",4478,5520,"ENAH"
"ENSG00000154447",4488,5405,"SH3RF1"
"ENSG00000154451",4958,8933,"GBP5"
"ENSG00000154478",4478,5520,"GPR26"
"ENSG00000154553",4478,5520,"PDLIM3"
"ENSG00000154556",4654,6521,"SORBS2"
"ENSG00000154589",3117,3452,"LY96"
"ENSG00000154721",4810,7612,"JAM2"
"ENSG00000154734",4639,6215,"ADAMTS1"
"ENSG00000154764",4826,6917,"WNT7A"
"ENSG00000154781",4639,6215,"CCDC174"
"ENSG00000154813",2876,3528,"DPH3"
"ENSG00000154814",4766,7331,"OXNAD1"
