"gene","degree","weighted_degree","hgnc_symbol"
"ENSG00000158122",4310,5200,"PRXL2C"
"ENSG00000158169",4878,7651,"FANCC"
"ENSG00000158201",4940,8767,"ABHD3"
"ENSG00000158220",4639,6215,"ESYT3"
"ENSG00000158321",4310,5200,"AUTS2"
"ENSG00000158411",4639,6215,"MITD1"
"ENSG00000158445",2440,2757,"KCNB1"
"ENSG00000158457",4488,5405,"TSPAN33"
"ENSG00000158545",4310,5200,"ZC3H18"
"ENSG00000158615",4639,6215,"PPP1R15B"
"ENSG00000158636",4624,6636,"EMSY"
"ENSG00000158691",4310,5200,"ZSCAN12"
"ENSG00000158714",3117,3452,"SLAMF8"
"ENSG00000158716",4639,6215,"DUSP23"
"ENSG00000158769",2413,2718,"F11R"
"ENSG00000158792",4766,7331,"SPATA2L"
"ENSG00000158806",4310,5200,"NPM2"
"ENSG00000158813",4478,5520,"EDA"
"ENSG00000158815",4554,5481,"FGF17"
"ENSG00000158863",4766,7331,"FHIP2B"
"ENSG00000159023",4310,5200,"EPB41"
"ENSG00000159069",4624,6636,"FBXW5"
"ENSG00000159110",4639,6215,"IFNAR2"
"ENSG00000159147",4310,5200,"DONSON"
"ENSG00000159189",4766,7331,"C1QC"
"ENSG00000159199",4478,5520,"ATP5MC1"
"ENSG00000159214",4712,6841,"CCDC24"
"ENSG00000159216",3877,4568,"RUNX1"
"ENSG00000159247",4878,7536,"TUBBP5"
"ENSG00000159251",4554,5481,"ACTC1"
"ENSG00000159314",3840,4964,"ARHGAP27"
"ENSG00000159388",4926,7918,"BTG2"
"ENSG00000159403",3840,4964,"C1R"
"ENSG00000159409",4488,5405,"CELF3"
"ENSG00000159592",4639,6215,"GPBP1L1"
"ENSG00000159593",4478,5520,"NAE1"
"ENSG00000159596",4310,5200,"TMEM69"
"ENSG00000159674",4983,8972,"SPON2"
"ENSG00000159708",4639,6215,"LRRC36"
"ENSG00000159713",4766,7331,"TPPP3"
"ENSG00000159784",4478,5520,"FAM131B"
"ENSG00000159840",4809,6802,"ZYX"
"ENSG00000159842",4310,5200,"ABR"
"ENSG00000159917",4310,5200,"ZNF235"
"ENSG00000159958",3672,4644,"TNFRSF13C"
"ENSG00000160014",4639,6215,"CALM3"
"ENSG00000160051",4478,5520,"IQCC"
"ENSG00000160097",4478,5520,"FNDC5"
"ENSG00000160145",3243,3567,"KALRN"
"ENSG00000160161",3243,3567,"CILP2"
"ENSG00000160179",4310,5200,"ABCG1"
"ENSG00000160188",4639,6215,"RSPH1"
"ENSG00000160190",4478,5520,"SLC37A1"
"ENSG00000160191",4554,5481,"PDE9A"
"ENSG00000160193",4310,5200,"WDR4"
"ENSG00000160199",2382,2552,"PKNOX1"
"ENSG00000160208",4639,6215,"RRP1B"
"ENSG00000160211",4488,5405,"G6PD"
"ENSG00000160213",4478,5520,"CSTB"
"ENSG00000160224",3243,3567,"AIRE"
"ENSG00000160256",4310,5200,"SLX9"
"ENSG00000160282",4554,5481,"FTCD"
"ENSG00000160293",4488,5405,"VAV2"
"ENSG00000160307",4639,6215,"S100B"
"ENSG00000160392",4310,5200,"C19orf47"
"ENSG00000160469",4712,6841,"BRSK1"
"ENSG00000160593",2876,3528,"JAML"
"ENSG00000160606",3014,3247,"TLCD1"
"ENSG00000160685",2440,2757,"ZBTB7B"
"ENSG00000160691",5008,11485,"SHC1"
"ENSG00000160712",4878,7536,"IL6R"
"ENSG00000160741",4554,5481,"CRTC2"
"ENSG00000160752",4478,5520,"FDPS"
"ENSG00000160781",4488,5405,"PAQR6"
"ENSG00000160789",4809,6802,"LMNA"
"ENSG00000160791",4958,8933,"CCR5"
"ENSG00000160796",3014,3247,"NBEAL2"
"ENSG00000160801",4554,5481,"PTH1R"
"ENSG00000160877",4488,5405,"NACC1"
"ENSG00000160883",3117,3452,"HK3"
"ENSG00000160888",4809,6802,"IER2"
"ENSG00000160948",4639,6215,"VPS28"
"ENSG00000160963",4488,5405,"COL26A1"
"ENSG00000160999",4310,5200,"SH2B2"
"ENSG00000161011",2382,2552,"SQSTM1"
"ENSG00000161016",4488,5405,"RPL8"
"ENSG00000161040",4488,5405,"FBXL13"
"ENSG00000161091",4310,5200,"MFSD12"
"ENSG00000161202",4310,5200,"DVL3"
"ENSG00000161243",4488,5405,"FBXO27"
"ENSG00000161267",4310,5200,"BDH1"
"ENSG00000161277",4639,6215,"THAP8"
"ENSG00000161381",4478,5520,"PLXDC1"
"ENSG00000161509",4478,5520,"GRIN2C"
"ENSG00000161526",4310,5200,"SAP30BP"
"ENSG00000161547",3014,3247,"SRSF2"
"ENSG00000161551",4488,5405,"ZNF577"
"ENSG00000161638",3360,4154,"ITGA5"
"ENSG00000161642",4624,6636,"ZNF385A"
"ENSG00000161647",4639,6215,"MPP3"
"ENSG00000161681",4310,5200,"SHANK1"
"ENSG00000161682",4310,5200,"FAM171A2"
"ENSG00000161791",2281,2437,"FMNL3"
"ENSG00000161800",4488,5405,"RACGAP1"
"ENSG00000161835",4958,8933,"TAMALIN"
"ENSG00000161904",4639,6215,"LEMD2"
"ENSG00000161920",4310,5200,"MED11"
"ENSG00000161940",4554,5481,"BCL6B"
"ENSG00000161970",4488,5405,"RPL26"
"ENSG00000161981",4488,5405,"SNRNP25"
"ENSG00000162063",2876,3528,"CCNF"
"ENSG00000162073",4624,6636,"PAQR4"
"ENSG00000162076",4810,7612,"FLYWCH2"
"ENSG00000162129",4310,5200,"CLPB"
"ENSG00000162188",4478,5520,"GNG3"
"ENSG00000162191",4478,5520,"UBXN1"
"ENSG00000162194",4639,6215,"LBHD1"
"ENSG00000162231",4310,5200,"NXF1"
"ENSG00000162244",4810,7612,"RPL29"
"ENSG00000162337",4826,6917,"LRP5"
"ENSG00000162367",2413,2718,"TAL1"
"ENSG00000162374",2440,2757,"ELAVL4"
"ENSG00000162384",4639,6215,"CZIB"
"ENSG00000162409",4488,5405,"PRKAA2"
"ENSG00000162415",4639,6215,"ZSWIM5"
"ENSG00000162426",2382,2552,"SLC45A1"
"ENSG00000162433",4478,5520,"AK4"
"ENSG00000162437",4478,5520,"RAVER2"
"ENSG00000162461",4766,7331,"SLC25A34"
"ENSG00000162482",4488,5405,"AKR7A3"
"ENSG00000162490",4639,6215,"DRAXIN"
"ENSG00000162542",4878,7651,"TMCO4"
"ENSG00000162545",4488,5405,"CAMK2N1"
"ENSG00000162551",4810,7612,"ALPL"
"ENSG00000162576",2440,2757,"MXRA8"
"ENSG00000162585",2440,2757,"FAAP20"
"ENSG00000162595",4727,6597,"DIRAS3"
"ENSG00000162599",4478,5520,"NFIA"
"ENSG00000162630",2595,2833,"B3GALT2"
"ENSG00000162636",4554,5481,"EEIG2"
"ENSG00000162645",4810,7612,"GBP2"
"ENSG00000162688",4878,7651,"AGL"
"ENSG00000162692",2876,3528,"VCAM1"
"ENSG00000162694",4712,6841,"EXTL2"
"ENSG00000162733",4478,5520,"DDR2"
"ENSG00000162734",2440,2757,"PEA15"
"ENSG00000162745",3682,4849,"OLFML2B"
"ENSG00000162746",4554,5481,"FCRLB"
"ENSG00000162747",4878,7536,"FCGR3B"
"ENSG00000162772",3682,4849,"ATF3"
"ENSG00000162777",3877,4568,"DENND2D"
"ENSG00000162819",4478,5520,"BROX"
"ENSG00000162836",4639,6215,"ACP6"
"ENSG00000162849",4488,5405,"KIF26B"
"ENSG00000162852",4654,6521,"CNST"
"ENSG00000162873",4554,5481,"KLHDC8A"
"ENSG00000162878",4554,5481,"PKDCC"
"ENSG00000162889",3360,4154,"MAPKAPK2"
"ENSG00000162910",4639,6215,"MRPL55"
"ENSG00000162913",4488,5405,"OBSCN-AS1"
"ENSG00000162971",4878,7651,"TYW5"
"ENSG00000162981",4639,6215,"LRATD1"
"ENSG00000162997",4639,6215,"PRORSD1P"
"ENSG00000163072",4950,8238,"NOSTRIN"
"ENSG00000163106",3682,4849,"HPGDS"
"ENSG00000163110",2382,2552,"PDLIM5"
"ENSG00000163131",2876,3528,"CTSS"
"ENSG00000163132",4810,7612,"MSX1"
"ENSG00000163154",4639,6215,"TNFAIP8L2"
"ENSG00000163155",4310,5200,"LYSMD1"
"ENSG00000163191",2281,2437,"S100A11"
"ENSG00000163219",2413,2718,"ARHGAP25"
"ENSG00000163220",2876,3528,"S100A9"
"ENSG00000163235",4478,5520,"TGFA"
"ENSG00000163288",4478,5520,"GABRB1"
"ENSG00000163297",4478,5520,"ANTXR2"
"ENSG00000163328",3243,3567,"GPR155"
"ENSG00000163331",4810,7612,"DAPL1"
"ENSG00000163346",3257,3873,"PBXIP1"
"ENSG00000163386",4478,5520,NA
"ENSG00000163393",2440,2757,"SLC22A15"
"ENSG00000163431",3682,4849,"LMOD1"
"ENSG00000163453",4554,5481,"IGFBP7"
"ENSG00000163472",4727,6597,"TMEM79"
"ENSG00000163482",4639,6215,"STK36"
"ENSG00000163507",4310,5200,"CIP2A"
"ENSG00000163513",4878,7536,"TGFBR2"
"ENSG00000163517",4639,6215,"HDAC11"
"ENSG00000163520",4488,5405,"FBLN2"
"ENSG00000163528",2876,3528,"CHCHD4"
"ENSG00000163539",4478,5520,"CLASP2"
"ENSG00000163565",4712,6841,"IFI16"
"ENSG00000163577",2440,2757,"EIF5A2"
"ENSG00000163584",4488,5405,"RPL22L1"
"ENSG00000163597",4639,6215,"SNHG16"
"ENSG00000163605",4639,6215,"PPP4R2"
"ENSG00000163618",2382,2552,"CADPS"
"ENSG00000163629",4826,6917,"PTPN13"
"ENSG00000163630",2413,2718,"SYNPR"
"ENSG00000163635",4639,6215,"ATXN7"
"ENSG00000163659",4639,6215,"TIPARP"
"ENSG00000163660",4926,7918,"CCNL1"
"ENSG00000163673",4310,5200,"DCLK3"
"ENSG00000163682",4488,5405,"RPL9"
"ENSG00000163694",3117,3452,"RBM47"
"ENSG00000163702",4878,7536,"IL17RC"
"ENSG00000163704",4478,5520,"PRRT3"
"ENSG00000163710",2595,2833,"PCOLCE2"
"ENSG00000163749",4554,5481,"CCDC158"
"ENSG00000163762",4810,7612,"TM4SF18"
"ENSG00000163781",3257,3873,"TOPBP1"
"ENSG00000163788",4554,5481,"SNRK"
"ENSG00000163793",4639,6215,"DNAJC5G"
"ENSG00000163803",2440,2757,"PLB1"
"ENSG00000163807",4310,5200,"KIAA1143"
"ENSG00000163814",4478,5520,"CDCP1"
"ENSG00000163815",4554,5481,"CLEC3B"
"ENSG00000163817",4639,6215,"SLC6A20"
"ENSG00000163818",4310,5200,"LZTFL1"
"ENSG00000163823",4639,6215,"CCR1"
"ENSG00000163827",4972,9048,"LRRC2"
"ENSG00000163840",4429,6285,"DTX3L"
"ENSG00000163873",4554,5481,"GRIK3"
"ENSG00000163882",4478,5520,"POLR2H"
"ENSG00000163884",2876,3528,"KLF15"
"ENSG00000163900",4972,9048,"TMEM41A"
"ENSG00000163923",4310,5200,"RPL39L"
"ENSG00000163931",4478,5520,"TKT"
"ENSG00000163932",4810,7612,"PRKCD"
"ENSG00000163933",3014,3247,"RFT1"
"ENSG00000163939",4639,6215,"PBRM1"
"ENSG00000163945",4310,5200,"UVSSA"
"ENSG00000163946",4478,5520,"TASOR"
"ENSG00000163964",4712,6841,"PIGX"
"ENSG00000163995",4712,6841,"ABLIM2"
"ENSG00000164010",2876,3528,"ERMAP"
"ENSG00000164035",4810,7612,"EMCN"
"ENSG00000164037",4310,5200,"SLC9B1"
"ENSG00000164056",4478,5520,"SPRY1"
"ENSG00000164061",4488,5405,"BSN"
"ENSG00000164066",4478,5520,"INTU"
"ENSG00000164086",4310,5200,"DUSP7"
"ENSG00000164099",4478,5520,"PRSS12"
"ENSG00000164100",4488,5405,"NDST3"
"ENSG00000164104",2876,3528,"HMGB2"
"ENSG00000164112",4478,5520,"SMIM43"
"ENSG00000164114",2440,2757,"MAP9"
"ENSG00000164124",4478,5520,"TMEM144"
"ENSG00000164129",4488,5405,"NPY5R"
"ENSG00000164136",4310,5200,"IL15"
"ENSG00000164161",4624,6636,"HHIP"
"ENSG00000164167",4712,6841,"LSM6"
"ENSG00000164171",4310,5200,"ITGA2"
"ENSG00000164180",4554,5481,"TMEM161B"
"ENSG00000164181",4810,7612,"ELOVL7"
"ENSG00000164199",4878,7536,"ADGRV1"
"ENSG00000164220",2876,3528,"F2RL2"
"ENSG00000164237",2876,3528,"CMBL"
"ENSG00000164253",4488,5405,"WDR41"
"ENSG00000164292",4972,9048,"RHOBTB3"
"ENSG00000164294",4639,6215,"GPX8"
"ENSG00000164300",4639,6215,"SERINC5"
"ENSG00000164303",2440,2757,"ENPP6"
"ENSG00000164318",4488,5405,"EGFLAM"
"ENSG00000164326",4809,6802,"CARTPT"
"ENSG00000164330",4639,6215,"EBF1"
"ENSG00000164332",3243,3567,"UBLCP1"
"ENSG00000164346",4478,5520,"NSA2"
"ENSG00000164379",4810,7612,"FOXQ1"
"ENSG00000164406",4310,5200,"LEAP2"
"ENSG00000164430",4639,6215,"CGAS"
"ENSG00000164434",4810,7612,"FABP7"
"ENSG00000164442",4554,5481,"CITED2"
"ENSG00000164465",4766,7331,"DCBLD1"
"ENSG00000164488",4712,6841,"DACT2"
"ENSG00000164512",4810,7612,"ANKRD55"
"ENSG00000164530",4488,5405,"PI16"
"ENSG00000164543",4478,5520,"STK17A"
"ENSG00000164548",3014,3247,"TRA2A"
"ENSG00000164576",4712,6841,"SAP30L"
"ENSG00000164597",4639,6215,"COG5"
"ENSG00000164600",4507,6080,"NEUROD6"
"ENSG00000164604",4878,7651,"GPR85"
"ENSG00000164611",3243,3567,"PTTG1"
"ENSG00000164659",2440,2757,"ELAPOR2"
"ENSG00000164663",4639,6215,"USP49"
"ENSG00000164687",2440,2757,"FABP5"
"ENSG00000164691",3672,4644,"TAGAP"
"ENSG00000164694",4310,5200,"FNDC1"
"ENSG00000164707",4639,6215,"SLC13A4"
"ENSG00000164708",4712,6841,"PGAM2"
"ENSG00000164715",2413,2718,"LMTK2"
"ENSG00000164733",4639,6215,"CTSB"
"ENSG00000164741",4639,6215,"DLC1"
"ENSG00000164742",2440,2757,"ADCY1"
"ENSG00000164761",4826,6917,"TNFRSF11B"
"ENSG00000164794",2440,2757,"KCNV1"
"ENSG00000164796",4478,5520,"CSMD3"
"ENSG00000164849",3117,3452,"GPR146"
"ENSG00000164877",4554,5481,"MICALL2"
"ENSG00000164896",4554,5481,"FASTK"
"ENSG00000164897",4310,5200,"TMUB1"
"ENSG00000164949",4878,7651,"GEM"
"ENSG00000164951",2440,2757,"PDP1"
"ENSG00000164972",4554,5481,"SPMIP6"
"ENSG00000164976",4478,5520,"MYORG"
"ENSG00000164978",4478,5520,"NUDT2"
"ENSG00000165023",4478,5520,"DIRAS2"
"ENSG00000165025",4958,8933,"SYK"
"ENSG00000165029",4712,6841,"ABCA1"
"ENSG00000165030",4712,6841,"NFIL3"
"ENSG00000165084",4488,5405,"C8orf34"
"ENSG00000165091",4878,7651,"TMC1"
"ENSG00000165092",4639,6215,"ALDH1A1"
"ENSG00000165124",4554,5481,"SVEP1"
"ENSG00000165125",4488,5405,"TRPV6"
"ENSG00000165171",4310,5200,"METTL27"
"ENSG00000165175",4488,5405,"MID1IP1"
"ENSG00000165186",4478,5520,"PTCHD1"
"ENSG00000165209",2440,2757,"STRBP"
"ENSG00000165233",3257,3873,"CARD19"
"ENSG00000165244",4554,5481,"ZNF367"
"ENSG00000165272",4478,5520,"AQP3"
"ENSG00000165300",2413,2718,"SLITRK5"
"ENSG00000165379",4639,6215,"LRFN5"
"ENSG00000165410",4624,6636,"CFL2"
"ENSG00000165457",2876,3528,"FOLR2"
"ENSG00000165474",4639,6215,"GJB2"
"ENSG00000165475",4488,5405,"CRYL1"
"ENSG00000165495",4478,5520,"PKNOX2"
"ENSG00000165507",4639,6215,"DEPP1"
"ENSG00000165516",4478,5520,"KLHDC2"
"ENSG00000165526",4639,6215,"RPUSD4"
"ENSG00000165566",4712,6841,"AMER2"
"ENSG00000165684",4310,5200,"SNAPC4"
"ENSG00000165685",4712,6841,"TMEM52B"
"ENSG00000165757",4639,6215,"JCAD"
"ENSG00000165801",2595,2833,"ARHGEF40"
"ENSG00000165802",4310,5200,"NSMF"
"ENSG00000165804",4950,8238,"ZNF219"
"ENSG00000165806",2876,3528,"CASP7"
"ENSG00000165821",3840,4964,"SALL2"
"ENSG00000165879",4310,5200,"FRAT1"
"ENSG00000165886",3360,4154,"UBTD1"
"ENSG00000165895",4478,5520,"ARHGAP42"
"ENSG00000165898",4478,5520,"ISCA2"
"ENSG00000165916",4639,6215,"PSMC3"
"ENSG00000165943",4554,5481,"MOAP1"
"ENSG00000165997",4478,5520,"ARL5B"
"ENSG00000166002",4488,5405,"SMCO4"
"ENSG00000166037",4639,6215,"CEP57"
"ENSG00000166068",4310,5200,"SPRED1"
"ENSG00000166091",4639,6215,"CMTM5"
"ENSG00000166128",2382,2552,"RAB8B"
"ENSG00000166130",4878,7651,"IKBIP"
"ENSG00000166140",4310,5200,"ZFYVE19"
"ENSG00000166170",4310,5200,"BAG5"
"ENSG00000166173",2382,2552,"LARP6"
"ENSG00000166206",3969,4888,"GABRB3"
"ENSG00000166228",4478,5520,"PCBD1"
"ENSG00000166250",4712,6841,"CLMP"
"ENSG00000166260",3672,4644,"COX11"
"ENSG00000166272",2440,2757,"WBP1L"
"ENSG00000166289",2876,3528,"PLEKHF1"
"ENSG00000166292",4478,5520,"TMEM100"
"ENSG00000166295",3014,3247,"ANAPC16"
"ENSG00000166313",4478,5520,"APBB1"
"ENSG00000166337",4310,5200,"TAF10"
"ENSG00000166347",4478,5520,"CYB5A"
"ENSG00000166368",4809,6802,"OR2D2"
"ENSG00000166387",4310,5200,"PPFIBP2"
"ENSG00000166394",4712,6841,"CYB5R2"
"ENSG00000166411",4478,5520,"IDH3A"
"ENSG00000166426",4554,5481,"CRABP1"
"ENSG00000166428",4810,7612,"PLD4"
"ENSG00000166432",4639,6215,"ZMAT1"
"ENSG00000166439",4639,6215,"RNF169"
"ENSG00000166441",4478,5520,"RPL27A"
"ENSG00000166444",4983,8972,"DENND2B"
"ENSG00000166501",2440,2757,"PRKCB"
"ENSG00000166507",4639,6215,"NDST2"
"ENSG00000166523",3014,3247,"CLEC4E"
"ENSG00000166526",4310,5200,"ZNF3"
"ENSG00000166592",4878,7536,"RRAD"
"ENSG00000166603",2595,2833,"MC4R"
"ENSG00000166682",4488,5405,"TMPRSS5"
"ENSG00000166704",4310,5200,"ZNF606"
"ENSG00000166710",3117,3452,"B2M"
"ENSG00000166716",3672,4644,"ZNF592"
"ENSG00000166734",4310,5200,"GOLM2"
"ENSG00000166741",4554,5481,"NNMT"
"ENSG00000166750",4310,5200,"SLFN5"
"ENSG00000166780",4478,5520,"BMERB1"
"ENSG00000166797",4639,6215,"CIAO2A"
"ENSG00000166816",4809,6802,"LDHD"
"ENSG00000166851",4554,5481,"PLK1"
"ENSG00000166862",4478,5520,"CACNG2"
"ENSG00000166886",2876,3528,"NAB2"
"ENSG00000166913",4478,5520,"YWHAB"
"ENSG00000166927",4639,6215,"MS4A7"
"ENSG00000166946",4310,5200,"CCNDBP1"
"ENSG00000166960",4478,5520,"CCDC178"
"ENSG00000166963",4478,5520,"MAP1A"
"ENSG00000166974",2440,2757,"MAPRE2"
"ENSG00000166979",2413,2718,"EVA1C"
"ENSG00000166987",4310,5200,"MBD6"
"ENSG00000167074",4639,6215,"TEF"
"ENSG00000167107",2382,2552,"ACSF2"
"ENSG00000167112",4639,6215,"TRUB2"
"ENSG00000167114",2382,2552,"SLC27A4"
"ENSG00000167123",4878,7651,"CERCAM"
"ENSG00000167173",4957,8652,"C15orf39"
"ENSG00000167178",2595,2833,"ISLR2"
"ENSG00000167182",4478,5520,"SP2"
"ENSG00000167208",4488,5405,"SNX20"
"ENSG00000167220",4624,6636,"HDHD2"
"ENSG00000167232",4878,7536,"ZNF91"
"ENSG00000167244",4639,6215,"IGF2"
"ENSG00000167257",4639,6215,"RNF214"
"ENSG00000167281",4488,5405,"RBFOX3"
"ENSG00000167291",4478,5520,"TBC1D16"
"ENSG00000167306",4727,6597,"MYO5B"
"ENSG00000167333",4766,7331,"TRIM68"
"ENSG00000167371",4639,6215,"PRRT2"
"ENSG00000167378",4478,5520,"IRGQ"
"ENSG00000167394",4310,5200,"ZNF668"
"ENSG00000167460",4554,5481,"TPM4"
"ENSG00000167461",4810,7612,"RAB8A"
"ENSG00000167470",4926,7918,"MIDN"
"ENSG00000167483",4639,6215,"NIBAN3"
"ENSG00000167508",4310,5200,"MVD"
"ENSG00000167522",4310,5200,"ANKRD11"
"ENSG00000167524",4639,6215,"RSKR"
"ENSG00000167525",4310,5200,"PROCA1"
"ENSG00000167526",4310,5200,"RPL13"
"ENSG00000167536",3117,3452,"DHRS13"
"ENSG00000167543",4809,6802,"TP53I13"
"ENSG00000167548",4310,5200,"KMT2D"
"ENSG00000167552",4310,5200,"TUBA1A"
"ENSG00000167553",2413,2718,"TUBA1C"
"ENSG00000167565",2281,2437,"SERTAD3"
"ENSG00000167566",4766,7331,"NCKAP5L"
"ENSG00000167588",4810,7612,"GPD1"
"ENSG00000167604",4810,7612,"NFKBID"
"ENSG00000167615",4554,5481,"LENG8"
"ENSG00000167625",2876,3528,"ZNF526"
"ENSG00000167641",4878,7536,"PPP1R14A"
"ENSG00000167670",4624,6636,"CHAF1A"
"ENSG00000167680",4488,5405,"SEMA6B"
"ENSG00000167693",2413,2718,"NXN"
"ENSG00000167700",4488,5405,"MFSD3"
"ENSG00000167702",4488,5405,"KIFC2"
"ENSG00000167705",4478,5520,"RILP"
"ENSG00000167733",4310,5200,"HSD11B1L"
"ENSG00000167770",4940,8767,"OTUB1"
"ENSG00000167772",2876,3528,"ANGPTL4"
"ENSG00000167778",4478,5520,"SPRYD3"
"ENSG00000167815",4554,5481,"PRDX2"
"ENSG00000167863",4639,6215,"ATP5PD"
"ENSG00000167874",2876,3528,"TMEM88"
"ENSG00000167889",4488,5405,"MGAT5B"
"ENSG00000167964",4878,7651,"RAB26"
"ENSG00000167967",4310,5200,"E4F1"
"ENSG00000167969",2413,2718,"ECI1"
"ENSG00000167971",4809,6802,"CASKIN1"
"ENSG00000167977",4488,5405,"KCTD5"
"ENSG00000167978",4310,5200,"SRRM2"
"ENSG00000167985",3014,3247,"SDHAF2"
"ENSG00000167987",4639,6215,"VPS37C"
"ENSG00000167996",4478,5520,"FTH1"
"ENSG00000168002",4878,7651,"POLR2G"
"ENSG00000168003",2595,2833,"SLC3A2"
"ENSG00000168010",4478,5520,"ATG16L2"
"ENSG00000168014",4310,5200,"C2CD3"
"ENSG00000168026",4554,5481,"TTC21A"
"ENSG00000168032",4488,5405,"ENTPD3"
"ENSG00000168066",4310,5200,"SF1"
"ENSG00000168067",4639,6215,"MAP4K2"
"ENSG00000168071",2364,2513,"CCDC88B"
"ENSG00000168077",4810,7612,"SCARA3"
"ENSG00000168081",2876,3528,"PNOC"
"ENSG00000168096",4478,5520,"ANKS3"
"ENSG00000168101",2364,2513,"NUDT16L1"
"ENSG00000168118",4478,5520,"RAB4A"
"ENSG00000168135",4488,5405,"KCNJ4"
"ENSG00000168159",4478,5520,"RNF187"
"ENSG00000168243",4810,7612,"GNG4"
"ENSG00000168264",4310,5200,"IRF2BP2"
"ENSG00000168291",4478,5520,"PDHB"
"ENSG00000168298",4310,5200,"H1-4"
"ENSG00000168301",4478,5520,"KCTD6"
"ENSG00000168306",2595,2833,"ACOX2"
"ENSG00000168309",4478,5520,"FAM107A"
"ENSG00000168329",2876,3528,"CX3CR1"
"ENSG00000168334",4810,7612,"XIRP1"
"ENSG00000168350",4478,5520,"DEGS2"
"ENSG00000168386",4809,6802,"FILIP1L"
"ENSG00000168393",4639,6215,"DTYMK"
"ENSG00000168394",4972,9048,"TAP1"
"ENSG00000168404",4554,5481,"MLKL"
"ENSG00000168405",4639,6215,"CMAHP"
"ENSG00000168438",4712,6841,"CDC40"
"ENSG00000168439",2382,2552,"STIP1"
"ENSG00000168453",4878,7651,"HR"
"ENSG00000168461",4624,6636,"RAB31"
"ENSG00000168476",4554,5481,"REEP4"
"ENSG00000168477",4639,6215,"TNXB"
"ENSG00000168484",4478,5520,"SFTPC"
"ENSG00000168497",4554,5481,"CAVIN2"
"ENSG00000168546",2382,2552,"GFRA2"
"ENSG00000168575",4940,8767,"SLC20A2"
"ENSG00000168610",3969,4888,"STAT3"
"ENSG00000168621",2876,3528,"GDNF"
"ENSG00000168675",4654,6521,"LDLRAD4"
"ENSG00000168685",2281,2437,"IL7R"
"ENSG00000168758",2382,2552,"SEMA4C"
"ENSG00000168769",4310,5200,"TET2"
"ENSG00000168795",4310,5200,"ZBTB5"
"ENSG00000168807",4639,6215,"SNTB2"
"ENSG00000168811",4907,8728,"IL12A"
"ENSG00000168824",4712,6841,"NSG1"
"ENSG00000168843",2413,2718,"FSTL5"
"ENSG00000168874",2413,2718,"ATOH8"
"ENSG00000168884",5008,11485,"TNIP2"
"ENSG00000168899",4950,8238,"VAMP5"
"ENSG00000168918",4907,8728,"INPP5D"
"ENSG00000168993",4950,8238,"CPLX1"
"ENSG00000168994",3969,4888,"PXDC1"
"ENSG00000169006",2440,2757,"NTSR2"
"ENSG00000169019",4488,5405,"COMMD8"
"ENSG00000169021",4310,5200,"UQCRFS1"
"ENSG00000169026",4310,5200,"SLC49A3"
"ENSG00000169064",4478,5520,"ZBBX"
"ENSG00000169085",4554,5481,"VXN"
"ENSG00000169116",4488,5405,"PARM1"
"ENSG00000169184",2413,2718,"MN1"
"ENSG00000169189",2281,2437,"NSMCE1"
"ENSG00000169213",4809,6802,"RAB3B"
"ENSG00000169220",4878,7536,"RGS14"
"ENSG00000169241",3117,3452,"SLC50A1"
"ENSG00000169242",3682,4849,"EFNA1"
"ENSG00000169247",4478,5520,"SH3TC2"
"ENSG00000169249",4554,5481,"ZRSR2"
"ENSG00000169252",4639,6215,"ADRB2"
"ENSG00000169255",4478,5520,"B3GALNT1"
"ENSG00000169282",2440,2757,"KCNAB1"
"ENSG00000169306",4478,5520,"IL1RAPL1"
"ENSG00000169313",2876,3528,"P2RY12"
"ENSG00000169372",4624,6636,"CRADD"
"ENSG00000169385",3117,3452,"RNASE2"
"ENSG00000169403",3682,4849,"PTAFR"
"ENSG00000169429",4810,7612,"CXCL8"
"ENSG00000169432",4478,5520,"SCN9A"
"ENSG00000169439",4478,5520,"SDC2"
"ENSG00000169442",3682,4849,"CD52"
"ENSG00000169490",4310,5200,"TM2D2"
"ENSG00000169507",4983,8972,"SLC38A11"
"ENSG00000169508",4958,8933,"GPR183"
"ENSG00000169567",4488,5405,"HINT1"
"ENSG00000169592",4310,5200,"INO80E"
"ENSG00000169604",4639,6215,"ANTXR1"
"ENSG00000169609",4766,7331,"C15orf40"
"ENSG00000169612",2382,2552,"RAMAC"
"ENSG00000169635",4310,5200,"HIC2"
"ENSG00000169692",4712,6841,"AGPAT2"
"ENSG00000169710",2281,2437,"FASN"
"ENSG00000169715",4810,7612,"MT1E"
"ENSG00000169733",4810,7612,"RFNG"
"ENSG00000169738",4554,5481,"DCXR"
"ENSG00000169740",4478,5520,"ZNF32"
"ENSG00000169744",4310,5200,"LDB2"
"ENSG00000169756",4478,5520,"LIMS1"
"ENSG00000169764",4310,5200,"UGP2"
"ENSG00000169783",4639,6215,"LINGO1"
"ENSG00000169860",4639,6215,"P2RY1"
"ENSG00000169891",2413,2718,"REPS2"
"ENSG00000169896",4809,6802,"ITGAM"
"ENSG00000169902",5008,10049,"TPST1"
"ENSG00000169908",5008,10049,"TM4SF1"
"ENSG00000169957",4554,5481,"ZNF768"
"ENSG00000169991",4878,7536,"IFFO2"
"ENSG00000170004",4478,5520,"CHD3"
"ENSG00000170011",4639,6215,"MYRIP"
"ENSG00000170017",4554,5481,"ALCAM"
